season,Team,team_id,conference,bracket_region,make_tournament,round,max_player,seed_tournament,champion_share,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,AdjTempo,AdjOE,AdjDE,AdjEM,AP_Pre 1,AP_Week 2,AP_Week 3,AP_Week 4,AP_Week 5,AP_Week 6,AP_Week 7,AP_Week 8,AP_Week 9,AP_Week 10,AP_Week 11,AP_Week 12,AP_Week 13,AP_Week 14,AP_Week 15,AP_Week 16,AP_Week 17,AP_Week 18,champion,sum_school_champion_shares,sum_school_champions,sum_school_finals,sum_school_final_fours,sum_school_elite_eights,sum_school_L1S_cs,sum_school_L3S_cs,sum_school_L5S_cs,sum_school_L8S_cs,avg_ap_poll_rank_Pre_18,make_all_ap_polls,top_12_AP_Week 6,team_rating_custom,max_player_rating_custom,sum_player_champion_shares,sum_player_champions,sum_mm_tour_games,sum_cf_tour_games,sum_crs_games,sum_player_L1S_cs,sum_player_L3S_cs,sum_player_L5S_cs,sum_player_L8S_cs,bracket_region_rating,conference_rating,sum_coach_mm_tour_games,sum_coach_L1S_cs,sum_coach_L3S_cs,sum_coach_L5S_cs,sum_coach_L8S_cs,sum_conf_L1S_cs,sum_conf_L3S_cs,sum_conf_L5S_cs,sum_conf_L8S_cs,top_4_seed,ap_sos,ap_weighted_score,sum_under_12_ap_games,under_12_ap_rec,rank_team_rating_custom,rank_AdjEM,rank_AdjOE,top_8_team_rating_custom,top_6_AdjEM,top_6_AdjOE
2021,San Diego State,257,MWC,midwest,True,Round of 64,Jordan Schakel,6,0.0,0.5615,0.528,154.6,28.799999999999997,75.44999999999999,52.65,54.6,14.9,12.55,10.6,1.3,57.8,109.35,87.75,21.6,815.85,67.65,12.0,40.099999999999994,74.1,25.5,56.45,0.4505,8.65,23.450000000000003,0.371,14.55,20.05,0.724,9.45,26.0,35.5,13.9,8.5,3.05,11.600000000000001,18.25,2,0,0,0,0,1,0,98,13.9,0,1.551,1.2,0.7,0.229,14,3,0.824,66.0736,110.835,89.5391,21.296,26.0,26.0,24.0,18.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,22.0,19.0,19.0,16.0,26.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.666666667,23.833333333333332,0,0,13.803571428571429,25.700000000000003,0.0,0.0,2.0,13.0,98.0,0.0,0.0,0.0,0.0,8.36171875,-2.8833576839826836,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.666666667,1.0,0,24.96415770609319,49.711469534050174,2.0,0.5,20.0,20.0,35.0,0,0,0
2021,Oklahoma State,220,Big 12,midwest,True,Round of 32,Cade Cunningham,4,0.166666667,0.5525,0.519,150.9,32.35,71.44999999999999,53.2,48.35,18.55,9.75,11.25,1.3,56.65,103.19999999999999,95.6,7.6,933.25,73.45,12.5,40.7,77.05000000000001,27.6,59.55,0.46399999999999997,6.6,19.85,0.335,15.2,21.4,0.71,11.2,28.2,39.35,13.350000000000001,7.25,4.35,15.899999999999999,16.549999999999997,6,1,1,0,0,0,1,94,2.8,0,1.47,0.8,0.5,0.266,11,7,0.611,71.9524,110.059,91.2923,18.7671,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,23.0,26.0,26.0,17.0,12.0,11.0,26.0,0,1.333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.72222222222222,0,0,4.969047619047626,17.633333333333347,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,8.36171875,4.126785714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666670000003,1,20.102150537634408,47.34767025089606,8.0,0.375,44.0,30.0,40.0,0,0,0
2021,Maryland,162,Big Ten,east,True,Round of 32,Aaron Wiggins,10,0.166666667,0.5840000000000001,0.558,155.0,23.2,76.1,51.900000000000006,56.55,15.5,7.65,11.0,1.35,57.9,108.95,95.44999999999999,13.5,894.5,67.0,13.5,39.95,73.05,25.549999999999997,53.15,0.48050000000000004,8.25,22.5,0.367,13.75,19.5,0.7024999999999999,6.9,27.55,34.45,14.55,5.15,3.65,11.45,14.9,6,0,0,0,0,0,0,79,-1.3,0,1.528,1.1,0.5,0.213,9,11,0.45,65.3286,110.916,92.1984,18.7175,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,1.666666668,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.666666667,0.666666667,26.0,0,0,-2.5250000000000012,5.599999999999991,0.500000001,0.0,6.0,5.0,95.0,0.500000001,0.500000001,0.500000001,0.500000001,7.450487764550265,1.8048894557823132,12.0,0.166666667,0.166666667,0.666666667,0.666666667,0.166666667,0.5,0.666666667,1.000000001,0,24.060931899641577,51.412186379928315,2.0,0.5,61.0,31.0,33.0,0,0,0
2021,Florida,85,SEC,south,True,Round of 32,Colin Castleton,7,0.166666667,0.5740000000000001,0.535,160.2,30.1,69.4,51.05,46.45,18.15,10.5,16.05,1.35,55.95,106.15,95.75,10.4,749.4000000000001,72.5,10.5,39.95,77.0,27.0,57.0,0.47350000000000003,7.0,18.95,0.37050000000000005,16.0,21.049999999999997,0.758,9.6,25.35,34.95,12.55,7.65,5.75,14.8,20.4,5,1,0,0,0,1,4,92,2.2,0,1.429,0.8,0.5,0.233,9,7,0.563,68.6479,110.975,93.4227,17.5522,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,22.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,5.333333335,2.0,0.0,1.0,4.0,0.166666667,0.833333334,0.833333334,2.5000000009999996,25.77777777777778,0,0,1.423809523809521,12.916666666666671,0.166666667,0.0,2.0,11.0,87.0,0.166666667,0.166666667,0.166666667,0.166666667,9.684058779761905,-1.1489051870748297,8.0,0.166666667,0.833333334,0.833333334,0.833333334,0.166666667,0.833333334,2.000000001,3.000000001,0,24.82222222222222,51.62222222222223,0.0,0.0,54.0,35.0,32.0,0,0,0
2021,USC,329,Pac-12,west,True,Elite Eight,Evan Mobley,6,0.5,0.543,0.5205,144.5,36.5,72.25,55.349999999999994,49.599999999999994,15.15,6.75,14.399999999999999,1.3,58.85,108.80000000000001,91.85,17.0,929.55,68.4,13.5,40.7,75.85,27.65,59.0,0.46799999999999997,6.2,18.15,0.34099999999999997,14.350000000000001,22.65,0.636,12.45,27.85,40.349999999999994,13.7,4.65,5.6,12.399999999999999,15.899999999999999,13,2,0,0,0,0,2,95,8.4,0,1.529,1.1,0.4,0.231,15,5,0.75,67.2898,112.883,90.6583,22.2245,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,20.0,17.0,19.0,26.0,24.0,24.0,26.0,0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.166666667,24.555555555555557,0,0,7.976190476190475,26.90833333333332,0.0,0.0,2.0,7.0,81.0,0.0,0.0,0.0,0.0,11.638450727513229,-2.027058531746031,3.0,0.0,0.166666667,0.166666667,0.5,0.166666667,0.333333334,0.666666667,2.0,0,25.583333333333336,50.38071895424837,0.0,0.0,34.0,14.0,25.0,0,0,0
2021,Michigan,171,Big Ten,east,True,Elite Eight,Franz Wagner,1,0.5,0.595,0.5665,163.85,30.4,75.95,55.7,56.3,15.0,6.4,11.4,1.35,66.05,113.65,94.95,18.7,756.75,69.30000000000001,11.0,40.5,79.95,29.5,58.8,0.5005,7.7,20.45,0.377,13.25,17.450000000000003,0.761,9.35,29.3,38.650000000000006,16.75,4.55,4.6,11.85,15.399999999999999,8,2,0,0,0,0,2,92,9.5,0,1.524,1.2,0.4,0.222,14,3,0.824,66.8217,119.434,88.6425,30.7915,25.0,26.0,26.0,25.0,19.0,16.0,10.0,7.0,7.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,26.0,0,3.1666666660000002,0.0,2.0,0.0,1.0,0.333333333,1.499999999,1.499999999,2.8333333319999996,11.88888888888889,0,0,22.616666666666664,32.858333333333334,1.166666666,0.0,8.0,19.0,172.0,0.333333333,1.166666666,1.166666666,1.166666666,7.450487764550265,1.8048894557823132,0.0,0.0,0.0,0.0,0.0,0.333333333,1.499999999,1.999999999,2.999999999,1,22.65674603174603,40.56547619047619,3.0,0.3333333333333333,6.0,2.0,6.0,1,1,1
2021,Creighton,62,Big East,west,True,Sweet Sixteen,Marcus Zegarowski,5,0.333333333,0.5894999999999999,0.5735,153.65,21.95,73.05,49.6,57.8,13.4,10.5,9.850000000000001,1.35,67.9,112.15,94.3,17.9,889.55,71.75,12.5,40.25,81.0,30.05,60.849999999999994,0.4935,9.8,26.85,0.365,11.100000000000001,16.4,0.6779999999999999,7.199999999999999,28.15,35.349999999999994,17.450000000000003,7.6,3.8,10.65,15.05,9,0,0,0,0,1,0,97,6.9,0,1.543,1.4,0.6,0.181,14,6,0.7,69.0627,114.87,93.5652,21.3051,11.0,9.0,8.0,9.0,13.0,11.0,7.0,8.0,11.0,17.0,15.0,19.0,14.0,13.0,14.0,17.0,19.0,26.0,0,0.500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500000001,13.38888888888889,0,1,21.438333333333333,26.50833333333333,0.0,0.0,7.0,6.0,113.0,0.0,0.0,0.0,0.0,11.638450727513229,0.5552732683982687,11.0,0.0,0.0,0.0,0.500000001,0.0,0.166666667,1.1666666669999999,1.3333333339999998,0,24.0573476702509,42.02150537634408,2.0,0.5,8.0,19.0,13.0,1,0,0
2021,Arkansas,13,SEC,south,True,Elite Eight,Moses Moody,3,0.5,0.556,0.523,154.25,32.45,74.4,53.5,50.6,14.25,10.75,14.0,1.3,68.3,111.5,91.0,20.5,987.5,75.75,13.0,40.05,84.55,30.349999999999998,66.0,0.4595,8.35,24.25,0.34450000000000003,15.45,20.95,0.7384999999999999,12.15,28.0,40.099999999999994,15.4,8.1,5.4,12.6,16.450000000000003,7,0,0,0,0,2,1,101,6.2,0,1.5,1.1,0.6,0.261,13,4,0.765,73.1045,111.502,89.9724,21.5292,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,24.0,20.0,12.0,8.0,10.0,26.0,0,0.500000001,0.0,0.0,0.0,0.0,0.0,0.166666667,0.333333334,0.333333334,22.88888888888889,0,0,9.379761904761905,22.208333333333346,0.0,0.0,7.0,8.0,119.0,0.0,0.0,0.0,0.0,9.684058779761905,-1.1489051870748297,2.0,0.0,0.333333333,0.333333333,0.333333333,0.0,0.333333334,0.500000001,1.166666668,1,24.618055555555557,49.37152777777778,0.0,0.0,28.0,18.0,29.0,0,0,0
2021,Kansas,133,Big 12,west,True,Round of 32,David McCormack,3,0.166666667,0.5325,0.5005,149.65,32.4,74.6,53.45,51.65,14.95,9.899999999999999,11.25,1.2,58.3,105.0,93.85,11.100000000000001,947.4,70.65,13.5,40.1,74.4,26.5,60.55,0.438,7.6,21.6,0.351,13.7,19.45,0.7075,11.75,26.799999999999997,38.5,13.7,7.1,4.15,12.3,15.3,14,0,0,0,0,1,0,97,6.5,0,1.529,1.1,0.5,0.204,12,6,0.667,68.2629,109.615,88.5839,21.0313,6.0,7.0,5.0,5.0,3.0,3.0,6.0,6.0,9.0,15.0,23.0,26.0,23.0,17.0,13.0,11.0,12.0,26.0,0,7.166666667,1.0,2.0,1.0,5.0,0.166666667,1.333333334,2.000000001,3.3333333339999998,12.0,0,1,17.479166666666664,26.6,0.833333334,0.0,7.0,6.0,31.0,0.166666667,0.833333334,0.833333334,0.833333334,11.638450727513229,4.126785714285715,49.0,0.166666667,1.333333334,2.000000001,3.3333333339999998,0.166666667,1.333333334,2.000000001,3.333333334,1,21.92037037037037,40.12037037037037,4.0,0.5,12.0,22.0,42.0,0,0,0
2021,Georgia Tech,102,ACC,midwest,True,Round of 64,Moses Wright,9,0.0,0.586,0.5595,159.85,22.15,72.6,47.900000000000006,61.8,13.149999999999999,13.100000000000001,9.45,1.35,63.55,111.75,96.5,15.25,713.8499999999999,68.15,10.5,40.2,76.55,28.15,57.4,0.49,8.0,21.9,0.3665,12.25,16.45,0.7424999999999999,6.85,23.3,30.15,17.4,9.0,3.3,9.8,15.4,13,1,0,0,0,8,2,87,4.5,0,1.586,1.4,0.8,0.183,11,6,0.647,67.7637,113.332,94.783,18.5494,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,1.1666666669999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,8.120833333333335,23.699999999999996,0.0,0.0,0.0,8.0,128.0,0.0,0.0,0.0,0.0,8.36171875,1.105242063492064,6.0,0.0,0.0,0.0,0.333333334,0.166666667,0.333333334,1.5,2.5,0,24.125,51.170634920634924,1.0,1.0,33.0,32.0,22.0,0,0,0
2021,Liberty,142,A-Sun,midwest,True,Round of 64,Darius McGhee,13,0.0,0.6114999999999999,0.589,165.85000000000002,24.2,79.05,53.9,57.5,13.45,7.35,7.1,1.35,62.85,116.80000000000001,88.5,28.299999999999997,741.05,64.75,11.5,39.9,75.5,27.549999999999997,55.55,0.496,10.35,26.55,0.388,10.05,13.05,0.7745,7.05,27.15,34.150000000000006,15.9,4.75,2.45,9.6,14.399999999999999,2,0,0,0,0,0,0,94,11.3,0,1.54,1.5,0.3,0.187,11,2,0.846,63.1252,110.143,101.773,8.37002,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,0.166666667,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.166666667,0.166666667,26.0,0,0,10.516666666666667,21.849999999999994,0.333333334,0.0,7.0,9.0,68.0,0.333333334,0.333333334,0.333333334,0.333333334,8.36171875,-2.826468253968253,3.0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.5,0,25.614583333333332,51.614583333333336,0.0,0.0,25.0,53.0,38.0,0,0,0
2021,LSU,156,SEC,east,True,Round of 32,Cam Thomas,8,0.166666667,0.587,0.5505,158.55,30.799999999999997,69.1,51.4,43.7,14.75,11.149999999999999,7.550000000000001,1.4,62.349999999999994,113.75,100.05,13.7,887.7,73.35,12.0,40.1,83.65,29.05,60.5,0.481,8.35,23.6,0.35350000000000004,17.25,22.95,0.7505,10.399999999999999,26.799999999999997,37.2,12.649999999999999,8.25,2.5999999999999996,12.3,17.65,14,0,0,0,0,2,0,104,3.4,0,1.421,1.0,0.7,0.242,11,6,0.647,70.7574,119.771,100.181,19.5899,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,1.1666666669999999,0.0,0.0,1.0,0.0,0.333333333,0.333333333,0.333333333,0.333333333,26.0,0,0,5.003571428571429,20.47500000000001,0.333333333,0.0,4.0,2.0,35.0,0.333333333,0.333333333,0.333333333,0.333333333,7.450487764550265,-1.1489051870748297,3.0,0.333333333,0.333333333,0.5,0.5,0.333333333,0.5,1.1666666669999999,1.1666666669999999,0,24.781144781144782,51.58417508417509,0.0,0.0,43.0,29.0,5.0,0,0,1
2021,Loyola (IL),153,MVC,midwest,True,Sweet Sixteen,Cameron Krutwig,8,0.333333333,0.5994999999999999,0.5780000000000001,157.55,24.75,80.25,53.95,60.35,16.9,10.05,6.3,1.4,57.45,110.3,86.55,23.75,811.7,65.35,12.5,40.3,72.65,26.5,52.3,0.507,7.449999999999999,20.1,0.36750000000000005,12.15,17.35,0.7010000000000001,7.0,25.1,32.1,16.05,6.6,2.2,12.3,14.75,5,0,0,0,0,1,0,90,16.2,0,1.57,1.3,0.7,0.231,16,2,0.889,64.1938,110.416,86.6625,23.7539,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,22.0,22.0,21.0,20.0,18.0,17.0,26.0,0,0.666666667,0.0,0.0,1.0,0.0,0.0,0.666666667,0.666666667,0.666666667,24.0,0,0,16.392857142857142,32.275000000000006,1.333333334,0.0,12.0,12.0,90.0,0.666666667,1.333333334,1.333333334,1.333333334,8.36171875,-2.1936428571428572,5.0,0.0,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.833333334,0,25.998366013071895,50.35130718954248,0.0,0.0,13.0,9.0,36.0,0,0,0
2021,Florida State,90,ACC,east,True,Sweet Sixteen,Raiquan Gray,4,0.333333333,0.5569999999999999,0.5225,154.75,35.849999999999994,70.6,53.6,53.65,16.05,10.8,15.0,1.3,60.35,109.65,96.8,12.9,714.7,70.75,10.0,40.55,78.65,27.450000000000003,60.45,0.4545,8.2,22.25,0.36950000000000005,15.55,21.7,0.7235,12.4,25.25,37.650000000000006,14.7,7.75,5.05,13.5,18.65,7,0,0,0,0,1,0,105,9.9,0,1.518,1.1,0.6,0.221,11,4,0.733,70.5582,116.442,94.3726,22.0698,21.0,22.0,20.0,15.0,21.0,18.0,25.0,26.0,26.0,16.0,20.0,17.0,16.0,11.0,11.0,15.0,14.0,26.0,0,1.5,0.0,0.0,0.0,1.0,0.333333333,1.0,1.0,1.1666666669999999,18.88888888888889,0,0,15.072619047619048,24.45833333333334,0.833333333,0.0,7.0,4.0,54.0,0.333333333,0.833333333,0.833333333,0.833333333,7.450487764550265,1.105242063492064,10.0,0.333333333,1.0,1.0,1.1666666669999999,0.333333333,1.0,1.5,1.5,1,23.886666666666667,45.577777777777776,0.0,0.0,15.0,15.0,10.0,0,0,0
2021,Eastern Washington,80,Big Sky,west,True,Round of 64,Tanner Groves,14,0.0,0.55,0.5175,154.05,20.75,72.69999999999999,48.15,52.9,14.05,6.6,7.6000000000000005,1.25,54.25,103.94999999999999,97.15,6.75,724.3,72.95,10.0,40.0,75.65,27.05,60.650000000000006,0.4465,8.55,25.5,0.3405,12.95,17.05,0.7535,6.949999999999999,27.75,34.7,14.350000000000001,4.75,3.1500000000000004,11.25,16.7,10,0,0,0,0,0,0,94,10.5,0,1.55,1.4,0.5,0.255,12,3,0.8,72.3499,107.67,101.018,6.65145,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,11.331249999999999,25.224999999999987,0.0,0.0,2.0,12.0,71.0,0.0,0.0,0.0,0.0,11.638450727513229,-3.224792568542568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.92777777777778,52.0,0.0,0.0,22.0,56.0,49.0,0,0,0
2021,Rutgers,247,Big Ten,midwest,True,Round of 32,Myles Johnson,10,0.166666667,0.5449999999999999,0.5315,141.60000000000002,30.0,73.25,52.65,54.85,15.1,11.600000000000001,14.3,1.25,63.95,105.3,94.35,10.950000000000001,831.95,71.25,12.0,40.1,75.4,29.099999999999998,60.15,0.483,5.85,18.3,0.319,11.4,18.65,0.6145,10.350000000000001,28.3,38.599999999999994,16.15,8.35,5.4,12.35,16.35,10,2,0,0,0,1,3,91,-0.6,0,1.5,1.2,0.7,0.164,10,10,0.5,67.7741,108.651,90.5084,18.1428,24.0,24.0,21.0,19.0,11.0,14.0,15.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.944444444444443,0,0,-1.7895833333333326,7.591666666666665,0.0,0.0,1.0,12.0,149.0,0.0,0.0,0.0,0.0,8.36171875,1.8048894557823132,1.0,0.0,0.0,0.0,0.0,0.0,0.833333333,1.166666666,2.333333332,0,22.74904214559387,50.46934865900383,3.0,0.0,60.0,33.0,47.0,0,0,0
2021,Iowa,126,Big Ten,west,True,Round of 32,Luka Garza,2,0.166666667,0.587,0.5615,158.3,32.95,69.25,52.25,64.2,11.2,8.3,11.75,1.35,79.75,121.8,98.9,22.8,966.4,73.25,13.5,40.0,89.5,31.700000000000003,65.5,0.48250000000000004,10.3,26.450000000000003,0.3895,15.85,22.25,0.711,12.1,28.6,40.7,20.4,6.1,4.8,9.55,15.0,14,0,0,0,0,1,0,102,8.4,0,1.634,1.9,0.5,0.226,14,6,0.7,69.9829,123.496,94.5925,28.9031,5.0,3.0,3.0,3.0,4.0,10.0,5.0,5.0,4.0,7.0,8.0,15.0,11.0,9.0,5.0,5.0,8.0,26.0,0,0.500000001,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.500000001,0.500000001,7.555555555555555,0,1,24.94404761904762,45.25833333333334,0.666666668,0.0,8.0,15.0,151.0,0.666666668,0.666666668,0.666666668,0.666666668,11.638450727513229,1.8048894557823132,11.0,0.166666667,0.166666667,0.500000001,0.500000001,0.166666667,0.500000001,0.500000001,1.000000001,1,22.50173611111111,36.375,2.0,0.5,4.0,5.0,2.0,1,1,1
2021,Villanova,340,Big East,south,True,Sweet Sixteen,Collin Gillespie,5,0.333333333,0.569,0.5355000000000001,159.7,27.15,76.2,51.25,57.9,11.8,7.2,6.1499999999999995,1.3,58.55,114.05,98.95,15.15,635.8,66.35,9.5,40.55,76.7,27.25,59.75,0.45599999999999996,9.55,26.35,0.361,12.7,16.2,0.78,9.15,24.7,33.849999999999994,15.7,4.85,2.0,9.05,15.35,8,0,0,0,0,0,0,96,7.9,0,1.624,1.7,0.6,0.242,11,4,0.733,65.0666,118.602,95.984,22.6184,3.0,12.0,9.0,7.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,10.0,8.0,10.0,14.0,18.0,26.0,0,4.6666666679999995,2.0,0.0,1.0,1.0,0.166666667,1.3333333339999998,2.500000001,2.666666668,8.11111111111111,0,1,22.084523809523812,31.166666666666668,0.333333334,0.0,9.0,9.0,87.0,0.333333334,0.333333334,0.333333334,0.333333334,9.684058779761905,0.5552732683982687,34.0,0.166666667,1.3333333339999998,2.500000001,2.666666668,0.166666667,1.3333333339999998,2.500000001,3.666666668,0,22.853333333333335,39.48222222222223,3.0,0.3333333333333333,7.0,12.0,9.0,1,0,0
2021,Oral Roberts,224,Summit,south,True,Sweet Sixteen,Max Abmas,15,0.333333333,0.5735,0.5385,164.35,24.9,69.35,47.900000000000006,45.85,14.3,8.600000000000001,9.1,1.2999999999999998,59.95,109.94999999999999,101.7,8.25,851.4000000000001,74.75,11.5,40.0,82.2,28.5,63.9,0.447,11.7,30.450000000000003,0.387,13.5,16.65,0.8095,9.2,27.15,36.3,13.1,6.5,3.8499999999999996,12.0,18.0,9,0,2,0,0,0,0,103,5.9,0,1.402,1.0,0.6,0.241,10,5,0.667,71.7646,108.656,107.44,1.21622,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,7.479166666666667,34.9,0.0,0.0,0.0,3.0,63.0,0.0,0.0,0.0,0.0,9.684058779761905,-2.3019312169312163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.928819444444443,52.0,0.0,0.0,36.0,60.0,46.0,0,0,0
2021,Oregon,225,Pac-12,west,True,Sweet Sixteen,Chris Duarte,7,0.333333333,0.5680000000000001,0.547,154.3,29.700000000000003,74.5,52.65,48.95,15.75,10.9,12.2,1.3,59.349999999999994,108.8,94.7,14.1,817.5500000000001,69.7,12.0,39.8,75.4,28.3,59.05,0.47950000000000004,7.95,21.8,0.36350000000000005,10.8,15.45,0.6995,9.45,25.25,34.7,13.899999999999999,7.55,4.15,12.45,15.55,9,1,0,0,0,4,0,86,4.6,0,1.479,1.2,0.7,0.196,14,4,0.778,67.2355,114.453,96.7728,17.6799,20.0,21.0,26.0,26.0,25.0,21.0,17.0,22.0,21.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,2.666666667,0.0,0.0,1.0,2.0,0.333333333,1.0,1.6666666669999999,2.166666667,24.055555555555557,0,0,7.341666666666669,22.80833333333334,0.0,0.0,1.0,11.0,123.0,0.0,0.0,0.0,0.0,11.638450727513229,-2.027058531746031,16.0,0.333333333,1.0,1.6666666669999999,2.166666667,0.333333333,1.5,1.8333333340000002,2.666666667,0,25.168518518518518,50.742592592592594,1.0,0.0,37.0,34.0,14.0,0,0,0
2021,UCLA,320,Pac-12,east,True,Final Four,Johnny Juzang,11,0.666666667,0.55,0.514,153.45,31.5,76.15,54.2,53.8,14.100000000000001,7.2,8.35,1.3,53.75,108.45,99.9,8.45,841.15,66.05000000000001,12.5,41.45,74.3,26.35,57.8,0.4565,6.65,18.7,0.35750000000000004,14.9,20.700000000000003,0.721,10.45,26.0,36.45,14.15,4.95,2.8499999999999996,11.1,16.65,4,0,0,0,0,0,0,91,3.6,0,1.513,1.2,0.5,0.206,13,6,0.684,64.6928,113.403,97.4859,15.9175,22.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,24.0,23.0,21.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,3.5,0.0,1.0,2.0,0.0,0.0,0.333333333,0.666666666,0.999999999,25.22222222222222,0,0,3.304166666666672,8.558333333333344,0.0,0.0,0.0,7.0,90.0,0.0,0.0,0.0,0.0,7.450487764550265,-2.027058531746031,14.0,0.0,0.333333334,0.500000001,0.833333334,0.333333333,0.999999999,1.166666666,2.666666667,0,24.905349794238685,51.43415637860082,1.0,0.0,50.0,40.0,21.0,0,0,0
2021,Houston,114,AAC,midwest,True,Final Four,Quentin Grimes,2,0.666666667,0.5475000000000001,0.5135000000000001,153.75,40.1,74.30000000000001,57.0,49.65,13.45,13.55,15.2,1.25,66.3,115.05000000000001,83.0,32.05,808.4499999999999,68.75,12.0,39.8,78.80000000000001,27.65,62.8,0.44,9.2,25.75,0.358,14.3,19.3,0.7395,14.55,26.45,41.05,13.7,9.3,4.800000000000001,11.2,19.0,8,0,0,0,0,0,0,98,16.0,0,1.51,1.2,0.7,0.215,14,3,0.824,64.9246,118.922,90.1017,28.8202,17.0,10.0,7.0,6.0,6.0,5.0,11.0,11.0,8.0,6.0,5.0,8.0,6.0,12.0,9.0,7.0,6.0,26.0,0,0.5,0.0,0.0,0.0,0.0,0.333333333,0.5,0.5,0.5,9.222222222222221,0,1,28.5,36.75833333333334,0.5,0.0,5.0,9.0,72.0,0.5,0.5,0.5,0.5,8.36171875,-3.209848484848484,12.0,0.333333333,0.5,0.5,0.666666667,0.333333333,0.5000000000000001,0.666666667,1.500000001,1,24.864583333333332,36.51736111111111,1.0,1.0,3.0,6.0,8.0,1,1,0
