season,#,Team,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %
2013,337,Missouri State,0,0,0,0,0,0,0,78,-5.7,0,1.488,1.1,0.4,0.239,7,11,0.389
2013,339,SIU-Edwardsville,0,0,0,0,0,0,0,80,-5.7,0,1.568,0.9,0.3,0.224,5,11,0.313
2013,71,Old Dominion,9,1,0,0,0,1,3,84,-5.8,2,1.527,0.9,0.5,0.228,3,15,0.167
2013,128,Tennessee Tech,7,1,0,0,0,1,1,83,-5.9,3,1.541,0.7,0.4,0.32,5,11,0.313
2013,301,Florida State,2,0,0,0,0,0,1,76,-6,2,1.506,0.8,0.4,0.28,9,9,0.5
2013,149,Utah,6,0,0,0,0,0,0,74,-6.1,0,1.583,1.1,0.5,0.214,5,13,0.278
2013,98,Marshall,8,1,0,0,0,1,1,88,-6.2,5,1.598,0.9,0.4,0.264,6,10,0.375
2013,195,Hofstra,5,0,0,0,0,2,0,70,-6.3,0,1.494,0.7,0.5,0.238,4,14,0.222
2013,296,Rutgers,2,0,0,0,0,1,0,72,-6.4,1,1.524,0.8,0.4,0.198,5,13,0.278
2013,3,UNC Wilmington,16,0,0,1,0,0,1,86,-6.5,0,1.512,0.9,0.4,0.24,5,13,0.278
2013,209,Monmouth,5,0,0,0,0,3,0,80,-6.5,0,1.495,0.8,0.5,0.248,5,13,0.278
2013,291,Illinois-Chicago,2,0,0,0,0,1,0,88,-6.5,0,1.537,0.8,0.5,0.268,7,9,0.438
2013,105,Wyoming,8,2,0,0,0,4,0,68,-6.8,4,1.523,1,0.6,0.191,4,12,0.25
2013,251,Southern Illinois,3,0,0,0,0,1,0,76,-6.8,2,1.411,0.8,0.7,0.223,6,12,0.333
2013,240,Bradley,4,0,0,0,0,4,0,84,-6.9,1,1.466,0.9,0.7,0.197,7,11,0.389
2013,346,New Orleans,0,0,0,0,0,0,0,68,-7,1,1.56,0.6,0.2,0.258,0,1,0
2013,258,UC Riverside,3,0,0,0,0,0,0,82,-7.2,1,1.565,0.9,0.4,0.197,3,15,0.167
2013,257,Miami (OH),3,0,0,0,0,2,0,71,-7.3,0,1.494,0.8,0.6,0.248,3,13,0.188
2013,274,UMKC,3,0,0,0,0,0,0,90,-7.5,0,1.432,0.7,0.4,0.18,5,11,0.313
2013,206,Citadel,5,1,0,0,0,1,0,84,-7.7,2,1.688,1.1,0.5,0.261,5,13,0.278
2013,225,Presbyterian,4,0,0,0,0,0,0,82,-7.8,1,1.531,1,0.3,0.201,4,12,0.25
2013,306,Rhode Island,2,0,0,0,0,0,0,82,-7.8,2,1.552,1,0.4,0.242,3,13,0.188
2013,222,South Carolina,4,0,0,0,0,0,0,82,-7.9,1,1.522,0.8,0.4,0.225,4,14,0.222
2013,314,Cleveland State,1,0,0,0,0,0,0,88,-7.9,0,1.507,0.8,0.5,0.198,5,11,0.313
2013,299,UMBC,2,0,0,0,0,0,0,86,-8,0,1.529,0.9,0.6,0.185,5,11,0.313
2013,345,Texas-San Antonio,0,0,0,0,0,0,0,78,-8.2,0,1.454,0.8,0.5,0.243,3,14,0.176
2013,72,St. Francis (PA),9,0,0,1,0,0,0,81,-8.4,0,1.604,0.9,0.4,0.233,5,13,0.278
2013,155,Seton Hall,6,0,0,0,0,2,0,74,-9.1,0,1.619,0.8,0.4,0.212,3,15,0.167
2013,295,Nebraska,2,0,0,0,0,0,0,68,-9.1,0,1.425,0.9,0.5,0.184,5,13,0.278
2013,126,Texas State,7,0,0,0,0,1,0,90,-9.2,0,1.468,0.8,0.6,0.244,5,13,0.278
2013,122,Kennesaw State,7,0,0,1,0,0,0,92,-9.4,2,1.468,0.8,0.5,0.241,2,16,0.111
2013,259,Saint Peter's,3,0,0,0,0,1,0,72,-9.4,0,1.519,0.8,0.5,0.18,3,15,0.167
2013,282,Nevada,2,0,0,0,0,0,0,75,-9.4,0,1.468,0.8,0.4,0.296,3,13,0.188
2013,318,Milwaukee,1,0,0,0,0,1,1,80,-9.4,1,1.544,0.8,0.4,0.256,3,13,0.188
2013,25,Maryland-Eastern Shore,12,0,0,0,0,4,0,66,-9.6,3,1.481,0.6,0.4,0.228,2,14,0.125
2013,268,Pepperdine,3,0,0,0,0,1,0,78,-9.6,0,1.522,0.8,0.4,0.263,4,12,0.25
2013,290,Auburn,2,0,0,0,0,0,0,80,-9.6,2,1.528,0.9,0.5,0.242,3,15,0.167
2013,288,Omaha,2,0,0,0,0,0,0,95,-9.7,0,1.469,1,0.5,0.182,6,10,0.375
2013,131,South Florida,7,0,0,0,0,1,0,83,-9.8,1,1.506,0.9,0.5,0.186,3,15,0.167
2013,231,South Carolina State,4,0,0,0,0,0,0,77,-9.8,1,1.537,0.8,0.4,0.197,2,14,0.125
2013,289,Northern Illinois,2,0,0,0,0,0,0,74,-9.8,1,1.465,0.5,0.4,0.296,3,13,0.188
2013,270,Virginia Tech,3,0,0,0,0,0,1,86,-10,0,1.374,0.8,0.3,0.225,4,14,0.222
2013,84,Longwood,8,0,1,0,0,0,0,102,-10.1,0,1.578,1,0.5,0.237,4,12,0.25
2013,178,Penn State,5,0,0,0,0,0,0,84,-10.1,1,1.476,0.8,0.4,0.24,2,16,0.111
2013,57,Siena,10,0,0,1,0,1,0,79,-10.4,2,1.522,0.7,0.4,0.281,4,14,0.222
2013,313,Northwestern,1,0,0,0,0,0,0,75,-10.6,0,1.671,1.2,0.6,0.211,4,14,0.222
2013,184,Portland,5,0,0,0,0,1,0,78,-11.4,1,1.535,0.8,0.4,0.237,4,12,0.25
2013,234,Furman,4,0,0,0,0,0,0,81,-11.4,0,1.487,0.7,0.4,0.256,3,15,0.167
2013,278,Louisiana-Monroe,3,0,0,0,0,1,0,85,-11.5,2,1.602,0.9,0.4,0.184,3,17,0.15
2013,189,San Jose State,5,0,0,0,0,1,0,80,-11.8,1,1.482,0.7,0.4,0.239,3,14,0.176
2013,213,DePaul,5,0,0,0,0,1,2,83,-11.8,1,1.518,1,0.5,0.204,2,16,0.111
2013,243,Loyola Marymount,4,0,0,0,0,0,0,84,-11.8,1,1.433,0.7,0.6,0.243,1,15,0.063
2013,188,Tennessee-Martin,5,0,0,0,0,0,0,77,-12.4,0,1.494,0.7,0.4,0.282,5,11,0.313
2013,185,Fordham,5,1,0,0,0,1,1,82,-12.6,3,1.5,0.8,0.3,0.232,3,13,0.188
2013,196,Duquesne,5,0,0,0,0,0,1,87,-12.9,0,1.547,0.9,0.4,0.188,1,15,0.063
2013,281,Navy,2,0,0,0,0,1,0,59,-13,0,1.571,1,0.5,0.159,2,12,0.143
2013,152,Fairleigh Dickinson,6,0,0,0,0,0,0,82,-13.7,0,1.522,0.8,0.4,0.22,2,16,0.111
2013,326,Rice,1,0,0,0,0,1,0,79,-13.8,2,1.564,1.2,0.6,0.22,1,15,0.063
2013,214,Texas Tech,5,1,0,0,0,1,0,72,-14.7,2,1.489,0.7,0.5,0.241,3,15,0.167
2013,342,Texas Christian,0,0,0,0,0,0,0,70,-14.7,0,1.503,0.7,0.4,0.241,2,16,0.111
2013,172,IUPUI,5,0,0,0,0,1,1,88,-15,0,1.522,1.1,0.4,0.148,1,15,0.063
2013,169,Binghamton,6,0,0,0,0,1,0,68,-15.3,1,1.393,0.5,0.4,0.197,1,15,0.063
2013,285,Mississippi State,2,0,0,0,0,3,0,75,-15.3,0,1.495,0.6,0.4,0.26,4,14,0.222
2013,148,Lamar,6,0,0,0,0,0,0,99,-17.2,0,1.519,0.6,0.2,0.26,1,17,0.056
2013,300,Grambling State,2,0,0,0,0,0,0,68,-23.2,3,1.539,0.7,0.3,0.139,0,18,0
2012,250,Belmont,3,0,0,0,0,0,0,106,17.2,0,1.665,1.6,0.6,0.288,16,2,0.889
2012,6,Kentucky,17,4,0,0,0,0,9,86,16.4,2,1.469,1.3,0.6,0.278,16,0,1
2012,239,Davidson,3,0,0,0,0,0,1,96,15.6,0,1.513,1.2,0.5,0.287,16,2,0.889
2012,34,Iona,11,1,1,0,0,0,0,105,14.8,4,1.645,1.7,0.6,0.229,15,3,0.833
2012,52,Memphis,10,0,0,0,0,3,2,89,14.2,4,1.543,1.2,0.7,0.264,13,3,0.813
2012,37,Wichita State,11,1,0,0,0,0,1,90,14.1,1,1.533,1.3,0.5,0.284,16,2,0.889
2012,25,Long Beach State,12,0,0,0,0,1,0,89,13.7,0,1.529,1.2,0.6,0.295,15,1,0.938
2012,205,Montana,4,0,0,0,0,2,1,85,13.7,0,1.557,1.1,0.6,0.302,15,1,0.938
2012,201,Savannah State,4,0,0,0,0,1,3,83,12.5,2,1.564,1,0.5,0.247,14,2,0.875
2012,292,Murray State,2,0,0,0,0,0,0,87,12.3,7,1.472,0.8,0.5,0.355,15,1,0.938
2012,2,Kansas,20,3,0,1,0,0,5,92,11.9,2,1.574,1.2,0.6,0.273,16,2,0.889
2012,206,South Dakota State,4,0,0,0,0,2,0,97,11.6,0,1.559,1.6,0.7,0.277,15,3,0.833
2012,171,Texas-Arlington,5,0,0,0,0,0,2,93,11.4,3,1.52,0.8,0.5,0.353,15,1,0.938
2012,339,Vermont,0,0,0,0,0,1,0,90,11.4,0,1.582,1.1,0.6,0.343,13,3,0.813
2012,1,North Carolina,21,1,0,0,0,0,2,93,11.3,1,1.541,1.4,0.6,0.244,14,2,0.875
2012,223,Wagner,4,0,0,0,0,1,1,90,11.3,3,1.497,1,0.6,0.284,15,3,0.833
2012,232,Stony Brook,4,0,0,0,0,0,0,89,11.3,1,1.431,0.8,0.4,0.26,14,2,0.875
2012,4,Saint Mary's,17,0,0,0,0,1,0,98,11.1,1,1.599,1.3,0.6,0.313,14,2,0.875
2012,100,Bucknell,8,0,0,0,0,0,0,90,11.1,0,1.536,1.1,0.3,0.308,12,2,0.857
2012,93,Gonzaga,8,0,0,0,0,0,0,90,11,1,1.541,1,0.5,0.359,13,3,0.813
2012,46,Ohio State,10,0,0,0,0,1,0,87,10.8,0,1.504,1,0.5,0.272,13,5,0.722
2012,121,New Mexico,7,0,0,1,0,0,0,86,10.8,2,1.608,1.2,0.5,0.202,10,4,0.714
2012,10,Mississippi Valley State,15,0,0,0,0,3,0,85,10.6,5,1.582,0.9,0.6,0.24,17,1,0.944
2012,51,Lamar,10,0,0,0,0,1,0,103,10.6,3,1.471,1.1,0.7,0.273,11,5,0.688
2012,75,Syracuse,8,1,0,0,0,1,5,95,10.2,0,1.586,1.5,0.9,0.228,17,1,0.944
2012,20,Michigan State,12,0,0,0,0,0,0,95,10.1,4,1.562,1.1,0.5,0.266,13,5,0.722
2012,139,Lehigh,6,2,0,0,0,4,0,90,10,0,1.506,1.3,0.7,0.241,11,3,0.786
2012,296,Harvard,2,0,0,0,0,0,0,77,10,3,1.573,1.1,0.5,0.335,12,2,0.857
2012,277,Weber State,3,0,1,0,0,0,0,93,9.9,1,1.512,1.3,0.6,0.329,14,2,0.875
2012,57,Brigham Young,9,2,0,1,0,3,0,95,9.8,2,1.59,1.3,0.7,0.288,12,4,0.75
2012,227,Middle Tennessee State,4,0,0,0,0,0,0,94,9.8,4,1.609,1.1,0.5,0.268,14,2,0.875
2012,195,Drexel,5,0,0,0,0,1,0,79,9.7,0,1.581,1.1,0.4,0.333,16,2,0.889
2012,70,VCU,9,0,0,0,0,4,0,89,9.5,1,1.553,1.1,1,0.25,15,3,0.833
2012,217,Texas Southern,4,0,0,0,0,2,1,87,9.4,5,1.501,0.7,0.6,0.326,12,6,0.667
2012,90,UNC Asheville,8,0,0,0,0,2,0,98,9.3,5,1.645,1.2,0.6,0.402,16,2,0.889
2012,131,Denver,6,1,0,0,0,2,1,79,9.2,0,1.663,1.4,0.7,0.242,11,5,0.688
2012,19,New Mexico State,13,1,0,0,0,3,1,115,8.9,9,1.525,1.1,0.5,0.277,10,4,0.714
2012,151,Saint Louis,6,0,0,0,0,0,0,86,8.8,0,1.568,1.2,0.7,0.239,12,4,0.75
2012,278,Boston University,2,0,0,0,0,0,1,83,8.6,1,1.504,0.9,0.4,0.238,12,4,0.75
2012,24,Old Dominion,12,0,0,1,0,3,1,81,8.5,1,1.56,1,0.7,0.217,13,5,0.722
2012,148,Utah Valley,6,0,0,0,0,1,0,99,8.5,1,1.538,1,0.5,0.304,9,1,0.9
2012,160,California,5,0,0,0,0,0,0,86,8.3,3,1.602,1.4,0.4,0.244,13,5,0.722
2012,170,Oral Roberts,5,0,0,0,0,0,0,97,8.3,4,1.524,1.1,0.5,0.331,17,1,0.944
2012,219,Cleveland State,4,0,0,0,0,2,2,84,8.3,1,1.56,1,0.6,0.207,12,6,0.667
2012,156,UC Santa Barbara,6,1,0,0,0,1,2,90,8.1,3,1.635,1.3,0.5,0.239,12,4,0.75
2012,297,Princeton,2,0,0,0,0,1,0,85,8,1,1.569,1.3,0.6,0.227,10,4,0.714
2012,182,Temple,5,1,0,0,0,1,3,90,7.7,1,1.545,1.3,0.6,0.269,13,3,0.813
2012,208,Manhattan,4,0,0,0,0,1,3,90,7.7,0,1.603,1,0.5,0.278,12,6,0.667
2012,5,Long Island,17,0,0,1,0,0,0,106,7.4,4,1.544,1,0.4,0.36,16,2,0.889
2012,32,Nevada,11,1,0,0,0,0,2,88,7.4,2,1.5,1,0.4,0.263,13,1,0.929
2012,87,Missouri,8,0,0,0,0,1,0,89,7.3,2,1.599,1.4,0.6,0.276,14,4,0.778
2012,199,American University,4,0,0,0,0,0,0,82,7.3,0,1.56,1.3,0.4,0.174,10,4,0.714
2012,257,Vanderbilt,3,1,0,0,0,0,2,102,6.9,2,1.565,1,0.4,0.309,10,6,0.625
2012,172,Stephen F. Austin,5,1,0,0,0,0,2,74,6.8,1,1.607,1,0.5,0.254,12,4,0.75
2012,175,Duke,5,0,0,1,0,0,0,91,6.8,1,1.467,1.1,0.5,0.284,13,3,0.813
2012,311,Mercer,2,0,0,0,0,1,2,81,6.8,2,1.556,0.9,0.5,0.294,13,5,0.722
2012,9,Arizona,15,0,0,0,0,2,0,85,6.7,3,1.615,1.1,0.4,0.325,12,6,0.667
2012,31,Delaware State,11,3,0,0,0,4,6,84,6.6,3,1.494,1.2,0.8,0.251,12,4,0.75
2012,55,Fairfield,10,0,0,0,0,0,0,81,6.6,3,1.659,1,0.6,0.21,12,6,0.667
2012,106,Creighton,7,0,1,0,0,0,0,102,6.6,1,1.629,1.3,0.3,0.315,14,4,0.778
2012,259,Akron,3,0,0,0,0,1,3,86,6.6,4,1.541,0.9,0.5,0.329,13,3,0.813
2012,204,UCLA,4,0,0,0,0,1,0,84,6.5,0,1.554,1.2,0.6,0.206,11,7,0.611
2012,21,Marquette,12,2,0,0,0,4,0,95,6.4,3,1.651,1.3,0.7,0.299,14,4,0.778
2012,169,Oregon,5,0,0,0,0,0,0,94,6.2,5,1.523,1.1,0.5,0.248,13,5,0.722
2012,258,Robert Morris,3,0,0,0,0,2,0,84,6.1,2,1.589,1,0.7,0.305,13,5,0.722
2012,198,Ohio,5,0,0,0,0,3,0,88,6,3,1.524,0.9,0.7,0.301,11,5,0.688
2012,116,St. Bonaventure,7,1,0,1,0,0,1,98,5.9,4,1.573,1,0.4,0.317,10,6,0.625
2012,235,Wofford,4,0,0,0,0,0,0,88,5.9,1,1.594,1.4,0.5,0.175,12,6,0.667
2012,16,North Texas,13,4,0,1,0,0,5,87,5.6,1,1.494,0.8,0.4,0.239,9,7,0.563
2012,86,George Mason,8,0,0,0,0,0,1,89,5.4,4,1.523,0.8,0.5,0.315,14,4,0.778
2012,33,Georgia State,11,1,0,0,0,3,8,77,5.2,1,1.51,1,0.8,0.221,11,7,0.611
2012,63,Quinnipiac,9,0,0,0,0,0,0,89,5.2,1,1.488,1.1,0.4,0.235,10,8,0.556
2012,8,Baylor,16,0,0,0,0,1,0,106,5.1,2,1.578,1.1,0.5,0.258,12,6,0.667
2012,17,Norfolk State,13,2,0,0,0,0,4,90,5.1,5,1.475,0.9,0.5,0.27,13,3,0.813
2012,61,North Carolina Central,9,0,0,0,0,2,0,81,5.1,1,1.556,0.8,0.4,0.357,10,6,0.625
2012,101,Iowa State,8,1,0,0,0,0,0,80,5.1,3,1.589,1.2,0.5,0.231,12,6,0.667
2012,245,Pennsylvania,3,0,0,0,0,1,0,82,5.1,0,1.549,1,0.6,0.179,11,3,0.786
2012,41,UNLV,10,0,0,1,0,2,0,101,5,3,1.682,1.3,0.6,0.231,9,5,0.643
2012,99,Washington,8,0,0,0,0,3,0,95,5,1,1.465,1,0.5,0.21,14,4,0.778
2012,174,Florida State,5,0,0,0,0,1,2,90,4.8,5,1.473,0.8,0.5,0.235,12,4,0.75
2012,237,Texas-San Antonio,3,0,0,0,0,0,0,97,4.8,4,1.57,0.9,0.6,0.259,10,6,0.625
2012,112,Georgetown,7,0,0,0,0,1,0,83,4.7,2,1.577,1,0.4,0.272,12,6,0.667
2012,54,USC Upstate,10,0,0,0,0,2,1,90,4.6,2,1.507,0.9,0.5,0.232,13,5,0.722
2012,168,Miami (FL),5,0,0,0,0,1,1,90,4.6,1,1.474,1,0.5,0.203,9,7,0.563
2012,200,Tulsa,4,0,0,0,0,1,2,79,4.6,1,1.491,0.8,0.3,0.289,10,6,0.625
2012,50,Charleston Southern,10,1,0,0,0,1,1,114,4.4,4,1.467,1,0.6,0.274,11,7,0.611
2012,95,Buffalo,8,0,0,0,0,0,3,84,4.4,1,1.63,1.1,0.3,0.248,12,4,0.75
2012,135,Bowling Green,6,1,0,0,0,1,0,87,4.4,1,1.516,1,0.6,0.194,9,7,0.563
2012,138,Southeast Missouri State,6,0,0,0,0,0,0,86,4.4,2,1.554,1.1,0.4,0.215,9,7,0.563
2012,234,Coastal Carolina,4,0,0,0,0,1,0,87,4.4,0,1.462,0.9,0.4,0.225,12,6,0.667
2012,14,Notre Dame,13,0,0,0,0,0,0,84,4.3,1,1.639,1.4,0.5,0.227,13,5,0.722
2012,209,Virginia,4,0,0,0,0,0,0,75,4.2,0,1.519,1.1,0.5,0.188,9,7,0.563
2012,320,Albany,1,0,0,0,0,0,0,89,4.1,0,1.461,0.9,0.4,0.269,9,7,0.563
2012,105,Loyola (MD),7,1,0,0,0,3,1,87,4,0,1.527,0.9,0.6,0.299,13,5,0.722
2012,153,Cal State Fullerton,6,0,0,0,0,1,1,100,3.8,0,1.559,1.1,0.4,0.262,12,4,0.75
2012,274,Florida,3,0,0,0,0,0,0,98,3.8,2,1.52,1.1,0.5,0.248,10,6,0.625
2012,119,Tennessee State,7,0,0,0,0,1,0,91,3.7,6,1.486,0.9,0.5,0.297,11,5,0.688
2012,103,Valparaiso,7,0,0,0,0,1,0,90,3.6,2,1.618,1,0.4,0.307,14,4,0.778
2012,254,Wisconsin,3,0,0,0,0,0,1,77,3.5,0,1.51,1.1,0.5,0.256,12,6,0.667
2012,49,San Diego State,10,0,0,0,0,0,0,98,3.4,2,1.477,0.9,0.4,0.286,10,4,0.714
2012,67,Alabama,9,0,0,0,0,5,1,79,3.4,1,1.495,0.8,0.6,0.25,9,7,0.563
2012,73,Colorado,9,0,0,0,0,0,1,87,3.4,1,1.484,0.9,0.5,0.287,11,7,0.611
2012,113,Cincinnati,7,0,0,0,0,3,2,82,3.4,1,1.518,1.4,0.9,0.188,12,6,0.667
2012,123,Kansas State,7,1,0,0,0,0,2,84,3.4,2,1.577,1,0.4,0.259,10,8,0.556
2012,251,Loyola Marymount,3,0,0,0,0,3,0,90,3.4,0,1.456,0.8,0.6,0.309,11,5,0.688
2012,207,Michigan,4,0,0,0,0,1,0,72,3.3,1,1.515,1.2,0.5,0.211,13,5,0.722
2012,228,Bethune-Cookman,4,0,0,0,0,1,0,92,3.3,4,1.505,1,0.5,0.28,11,5,0.688
2012,279,Little Rock,2,0,0,0,0,0,1,78,3.3,0,1.475,0.9,0.5,0.319,12,4,0.75
2012,338,Kent State,0,0,0,0,0,0,1,92,3.3,4,1.624,1.2,0.7,0.262,10,6,0.625
2012,184,Oakland,5,0,1,0,0,1,0,101,3.2,1,1.53,1.2,0.5,0.329,11,7,0.611
2012,229,Indiana,4,0,0,0,0,0,0,103,3.2,3,1.483,0.9,0.4,0.33,11,7,0.611
2012,59,Dayton,9,0,0,0,0,0,0,87,3.1,2,1.587,1.1,0.3,0.296,9,7,0.563
2012,97,Portland State,8,2,0,0,0,2,1,94,3,1,1.461,0.9,0.4,0.361,10,6,0.625
2012,122,St. Francis (NY),7,0,0,1,0,0,0,99,3,3,1.574,0.9,0.4,0.256,12,6,0.667
2012,284,La Salle,2,0,0,0,0,1,0,85,2.9,1,1.564,1.1,0.6,0.228,9,7,0.563
2012,47,Central Connecticut State,10,1,0,0,0,1,1,83,2.8,1,1.57,1,0.6,0.254,10,8,0.556
2012,98,Tennessee Tech,8,0,1,0,0,1,0,98,2.8,7,1.576,1,0.4,0.333,9,7,0.563
2012,181,Xavier,5,0,0,0,0,0,0,86,2.8,1,1.58,1.2,0.5,0.274,10,6,0.625
2012,322,Utah State,1,0,0,0,0,0,0,82,2.8,1,1.553,1.2,0.3,0.241,8,6,0.571
2012,78,Evansville,8,0,1,0,0,5,0,92,2.7,0,1.667,1.4,0.7,0.3,9,9,0.5
2012,149,Detroit-Mercy,6,0,0,0,0,1,1,80,2.7,2,1.52,1,0.6,0.33,11,7,0.611
2012,85,McNeese State,8,0,0,0,0,1,0,89,2.6,0,1.453,0.9,0.6,0.266,10,6,0.625
2012,120,Cal Poly,7,0,0,0,0,0,0,100,2.6,1,1.509,1.1,0.6,0.228,8,8,0.5
2012,178,Tennessee,5,1,0,0,0,0,1,77,2.6,2,1.545,0.8,0.4,0.31,10,6,0.625
2012,36,Delaware,11,3,0,0,0,1,4,85,2.4,5,1.401,0.8,0.4,0.336,12,6,0.667
2012,48,Youngstown State,10,0,0,0,0,1,7,80,2.4,0,1.534,1.1,0.5,0.209,10,8,0.556
2012,137,Jacksonville State,6,0,0,0,0,1,1,85,2.4,2,1.566,1.1,0.6,0.28,8,8,0.5
2012,176,Clemson,5,0,0,0,0,0,1,79,2.4,2,1.497,1.1,0.8,0.213,8,8,0.5
2012,215,Southern Mississippi,4,0,0,0,0,0,0,78,2.4,3,1.486,1,0.6,0.31,11,5,0.688
2012,11,Louisville,14,2,0,0,0,5,5,90,2.3,0,1.579,0.9,0.6,0.24,10,8,0.556
2012,56,NC State,10,0,0,0,0,0,1,87,2.3,3,1.571,1.2,0.6,0.253,9,7,0.563
2012,332,Morehead State,1,0,0,0,0,0,0,76,2.3,3,1.557,0.8,0.6,0.283,10,6,0.625
2012,146,North Dakota,6,0,0,0,0,1,0,86,2.2,2,1.563,0.9,0.4,0.201,6,4,0.6
2012,15,Charleston,13,0,0,0,0,2,1,98,2.1,4,1.473,0.9,0.7,0.236,10,8,0.556
2012,66,Eastern Washington,9,0,0,0,0,1,0,85,2.1,4,1.497,1,0.6,0.279,8,8,0.5
2012,94,Coppin State,8,0,0,1,0,0,0,92,2.1,4,1.579,1,0.4,0.265,9,7,0.563
2012,29,UCF,11,0,0,0,0,3,2,81,2,7,1.474,1,0.5,0.215,10,6,0.625
2012,22,West Virginia,12,0,0,0,0,0,0,92,1.8,2,1.587,1.2,0.5,0.259,9,9,0.5
2012,110,East Tennessee State,7,0,0,0,0,4,0,88,1.7,3,1.419,0.8,0.8,0.249,10,8,0.556
2012,185,San Francisco,5,0,0,0,0,2,0,104,1.7,1,1.506,1.1,0.7,0.244,8,8,0.5
2012,189,Butler,5,0,0,0,0,0,0,71,1.7,3,1.527,0.9,0.5,0.271,11,7,0.611
2012,262,Stanford,3,0,0,0,0,0,0,103,1.6,3,1.484,0.9,0.3,0.202,10,8,0.556
2012,27,Saint Joseph's,12,0,0,0,0,0,4,93,1.4,4,1.575,1.1,0.3,0.256,9,7,0.563
2012,203,South Florida,4,0,0,0,0,1,0,81,1.4,0,1.571,0.9,0.4,0.229,12,6,0.667
2012,295,Missouri State,2,0,0,0,0,0,0,82,1.4,1,1.545,1.2,0.5,0.216,9,9,0.5
2012,114,North Dakota State,7,0,0,0,0,0,0,96,1.3,1,1.511,1,0.4,0.301,9,9,0.5
2012,136,Austin Peay,6,0,0,0,0,1,0,92,1.3,6,1.47,0.9,0.5,0.307,8,8,0.5
2012,285,Milwaukee,2,0,0,0,0,0,1,86,1.3,4,1.573,0.9,0.4,0.265,11,7,0.611
2012,177,Texas,5,0,0,0,0,0,1,80,1.2,1,1.502,0.9,0.5,0.337,9,9,0.5
2012,53,Northwestern State,10,5,0,0,0,0,9,92,1.1,2,1.552,0.9,0.5,0.251,8,8,0.5
2012,81,Rider,8,0,0,0,0,0,0,99,1.1,1,1.596,1,0.4,0.306,10,8,0.556
2012,141,Western Michigan,6,0,0,0,0,0,0,78,1.1,2,1.599,1,0.3,0.262,6,10,0.375
2012,58,Yale,9,1,0,0,0,1,1,84,0.9,1,1.561,0.9,0.3,0.301,9,5,0.643
2012,84,Southern,8,0,0,0,0,2,2,75,0.9,2,1.488,0.8,0.5,0.28,13,5,0.722
2012,26,Massachusetts,12,1,0,0,0,4,0,89,0.8,3,1.586,1,0.5,0.241,9,7,0.563
2012,128,Marshall,6,0,0,0,0,2,1,79,0.8,7,1.538,1.1,0.5,0.222,9,7,0.563
2012,159,Purdue,5,1,0,0,0,0,1,87,0.8,1,1.516,1.6,0.7,0.228,10,8,0.556
2012,294,Northern Iowa,2,0,0,0,0,0,0,83,0.7,1,1.503,1,0.5,0.237,9,9,0.5
2012,134,Alabama State,6,0,0,0,0,1,0,81,0.4,0,1.541,0.8,0.5,0.226,9,9,0.5
2012,329,Lafayette,1,0,0,0,0,0,0,90,0.3,0,1.528,1.3,0.5,0.247,7,7,0.5
2012,330,Holy Cross,1,0,0,0,0,0,1,84,0.3,2,1.564,1,0.4,0.266,9,5,0.643
2012,65,Green Bay,9,1,0,0,0,0,3,87,0.2,0,1.553,1,0.5,0.263,10,8,0.556
2012,71,Connecticut,9,0,0,0,0,0,1,83,0.2,3,1.549,1.1,0.4,0.224,8,10,0.444
2012,143,Georgia Southern,6,0,0,0,0,2,0,84,0.2,4,1.49,0.9,0.5,0.208,12,6,0.667
2012,155,Sacred Heart,6,0,1,0,0,3,0,91,0.2,3,1.533,0.9,0.5,0.257,8,10,0.444
2012,158,High Point,5,0,1,0,0,1,0,98,0.1,6,1.498,0.9,0.4,0.282,8,10,0.444
2012,287,Colorado State,2,0,0,0,0,0,0,95,0.1,0,1.535,1,0.4,0.305,8,6,0.571
2012,35,UAB,11,2,0,0,0,0,2,81,0,1,1.549,0.9,0.4,0.204,9,7,0.563
2012,263,N.J.I.T.,3,0,0,0,0,0,0,97,-0.1,4,1.479,1,0.6,0.236,5,5,0.5
2012,3,Seton Hall,18,0,0,0,0,4,1,94,-0.2,5,1.584,1,0.6,0.182,8,10,0.444
2012,117,Richmond,7,0,0,0,0,0,3,102,-0.2,2,1.568,1.1,0.5,0.269,7,9,0.438
2012,82,Campbell,8,0,0,0,0,0,1,96,-0.3,4,1.604,1.2,0.5,0.269,11,7,0.611
2012,142,Toledo,6,0,0,0,0,2,0,83,-0.3,2,1.491,0.8,0.5,0.258,7,9,0.438
2012,273,Wyoming,3,0,0,0,0,1,0,75,-0.3,1,1.559,1,0.5,0.246,6,8,0.429
2012,161,Louisiana,5,0,0,0,0,0,3,87,-0.4,1,1.44,0.6,0.3,0.301,10,6,0.625
2012,283,Louisiana Tech,2,0,0,0,0,0,0,88,-0.4,2,1.542,1.2,0.6,0.225,6,8,0.429
2012,118,Western Illinois,7,0,0,0,0,0,0,77,-0.5,4,1.552,1.2,0.6,0.248,9,9,0.5
2012,186,Idaho,5,0,0,0,0,0,1,90,-0.5,1,1.61,1.1,0.4,0.257,9,5,0.643
