season,#,Team,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %
2022,171,Grambling State,6,0,0,0,0,1,0,83,0.1,0,1.469,0.9,0.5,0.245,8,9,0.471
2022,16,Jackson State,14,1,0,0,0,0,3,87,0,0,1.457,0.9,0.5,0.194,9,9,0.5
2022,194,Texas A&M,5,0,0,0,0,2,0,91,0,0,1.506,0.9,0.7,0.257,9,9,0.5
2022,14,Creighton,15,1,0,0,0,0,4,88,-0.1,0,1.514,0.9,0.3,0.186,12,7,0.632
2022,86,Stony Brook,8,0,1,0,0,0,0,88,-0.1,0,1.402,1,0.5,0.246,10,8,0.556
2022,40,Merrimack College,11,1,0,0,0,1,3,82,-0.2,0,1.542,1,0.7,0.178,9,8,0.529
2022,182,Oklahoma State,6,1,0,0,0,2,2,82,-0.2,0,1.507,0.9,0.5,0.198,8,10,0.444
2022,283,Texas-Arlington,3,1,0,0,0,1,3,96,-0.2,0,1.571,1.1,0.6,0.208,7,10,0.412
2022,285,Alabama,3,0,0,0,0,0,1,97,-0.2,0,1.538,0.9,0.5,0.265,9,9,0.5
2022,358,Cornell,0,0,0,0,0,1,0,88,-0.2,0,1.557,1,0.6,0.253,7,7,0.5
2022,274,Army West Point,3,0,0,0,0,2,0,96,-0.3,0,1.471,1,0.6,0.206,9,9,0.5
2022,105,Alabama State,8,0,0,0,0,2,0,89,-0.4,0,1.544,1,0.5,0.298,8,10,0.444
2022,163,Siena,6,0,0,0,0,0,0,85,-0.4,0,1.374,0.7,0.5,0.24,12,8,0.6
2022,89,George Mason,8,0,0,0,0,0,1,90,-0.5,0,1.571,1.2,0.4,0.204,7,9,0.438
2022,289,Niagara,3,0,0,0,0,0,0,83,-0.5,0,1.508,1.2,0.5,0.192,9,11,0.45
2022,62,Northwestern State,9,1,0,1,0,0,1,97,-0.6,0,1.502,1,0.4,0.203,5,9,0.357
2022,71,Alabama A&M,9,0,0,0,0,3,0,94,-0.6,0,1.438,0.7,0.5,0.289,10,8,0.556
2022,256,Florida A&M,4,0,0,0,0,0,0,86,-0.6,0,1.51,1,0.4,0.249,11,7,0.611
2022,286,Monmouth,3,0,0,0,0,1,0,85,-0.6,0,1.508,1.1,0.6,0.26,11,9,0.55
2022,310,USC Upstate,2,0,0,0,0,1,0,91,-0.6,0,1.543,1.1,0.5,0.253,10,6,0.625
2022,320,Albany,2,0,0,0,0,0,0,79,-0.7,0,1.406,0.9,0.5,0.172,9,9,0.5
2022,247,Clemson,4,0,0,0,0,0,0,80,-0.8,0,1.556,1.3,0.6,0.205,8,12,0.4
2022,112,Houston Christian,8,0,1,0,0,4,0,149,-0.9,0,1.483,0.9,0.6,0.33,6,8,0.429
2022,117,Charlotte,7,0,0,0,0,0,0,99,-0.9,0,1.579,1.2,0.4,0.233,10,8,0.556
2022,251,Binghamton,4,0,0,0,0,0,0,88,-1,0,1.462,0.9,0.5,0.167,8,10,0.444
2022,291,North Florida,3,0,0,0,0,0,1,93,-1,0,1.497,0.9,0.4,0.233,7,9,0.438
2022,273,Temple,3,0,0,0,0,0,0,83,-1.1,0,1.525,0.9,0.5,0.28,10,7,0.588
2022,9,Ball State,16,0,0,0,0,2,0,93,-1.4,0,1.507,0.9,0.4,0.278,9,10,0.474
2022,118,Portland,7,1,0,0,0,0,1,92,-1.4,0,1.569,1.1,0.4,0.284,7,7,0.5
2022,124,Florida,7,0,0,0,0,1,2,84,-1.4,0,1.542,1.1,0.6,0.234,9,9,0.5
2022,135,Xavier,7,0,0,0,0,0,1,97,-1.4,0,1.537,1.4,0.7,0.246,8,11,0.421
2022,278,Cincinnati,3,0,0,0,0,0,0,90,-1.4,0,1.508,1.1,0.6,0.199,7,11,0.389
2022,350,Presbyterian,0,0,0,0,0,0,0,96,-1.4,0,1.519,1,0.6,0.24,4,12,0.25
2022,136,Samford,7,0,0,0,0,1,0,100,-1.5,0,1.456,1,0.6,0.202,10,8,0.556
2022,249,Wichita State,4,0,0,0,0,1,0,84,-1.5,0,1.487,0.9,0.6,0.243,6,9,0.4
2022,115,South Carolina State,7,0,0,0,0,0,0,81,-1.6,0,1.456,0.7,0.4,0.214,7,7,0.5
2022,132,Rhode Island,7,0,0,0,0,1,2,81,-1.6,0,1.56,1,0.5,0.197,6,12,0.333
2022,235,Illinois-Chicago,4,0,0,0,0,1,0,96,-1.6,0,1.551,1.3,0.5,0.172,9,10,0.474
2022,243,Tarleton State,4,0,0,0,0,2,0,84,-1.6,0,1.519,1,0.6,0.293,9,9,0.5
2022,37,Rider,11,1,0,0,0,2,0,79,-1.7,0,1.536,1.1,0.5,0.208,8,12,0.4
2022,192,Fairfield,5,0,0,0,0,0,0,81,-1.8,0,1.448,1,0.5,0.179,8,12,0.4
2022,216,UCF,5,0,0,0,0,2,0,92,-1.8,0,1.576,1,0.5,0.185,9,9,0.5
2022,63,Brown,9,1,0,0,0,0,2,93,-1.9,0,1.47,0.9,0.5,0.237,5,9,0.357
2022,75,Lipscomb,9,0,0,0,0,1,0,88,-1.9,0,1.589,1.4,0.3,0.225,6,10,0.375
2022,341,Radford,1,0,0,0,0,0,0,82,-1.9,0,1.42,0.8,0.5,0.2,7,9,0.438
2022,109,Tennessee State,8,0,0,0,0,1,0,95,-2,0,1.506,1,0.5,0.217,8,10,0.444
2022,230,East Tennessee State,4,0,0,0,0,0,1,88,-2,0,1.488,1.3,0.6,0.187,7,11,0.389
2022,188,Texas Christian,5,0,0,0,0,2,1,77,-2.1,0,1.543,0.9,0.4,0.195,8,10,0.444
2022,176,Elon,6,0,0,0,0,0,0,90,-2.2,0,1.487,0.9,0.3,0.189,7,11,0.389
2022,76,St. Francis (NY),9,0,0,0,0,1,0,81,-2.3,0,1.476,1,0.5,0.173,7,11,0.389
2022,238,Arizona State,4,0,0,0,0,4,1,87,-2.3,0,1.537,1.1,0.6,0.127,10,10,0.5
2022,72,Washington,9,0,0,0,0,6,1,87,-2.4,0,1.426,0.9,0.7,0.239,11,9,0.55
2022,231,Mercer,4,0,0,0,0,0,1,97,-2.4,0,1.586,1.2,0.4,0.262,8,10,0.444
2022,290,Northwestern,3,0,0,0,0,0,0,87,-2.4,0,1.551,1.4,0.6,0.173,7,13,0.35
2022,154,Oklahoma,6,0,0,0,0,3,0,79,-2.5,0,1.511,0.8,0.5,0.22,7,11,0.389
2022,344,Maryland,1,0,0,0,0,0,0,94,-2.5,0,1.44,1,0.6,0.248,7,13,0.35
2022,12,Saint Joseph's,15,0,0,0,0,0,0,83,-2.6,0,1.548,1,0.3,0.156,5,13,0.278
2022,68,Western Illinois,9,0,0,0,0,2,0,90,-2.6,0,1.392,0.9,0.5,0.234,7,11,0.389
2022,352,Harvard,0,0,0,0,0,1,0,91,-2.6,0,1.39,0.8,0.5,0.154,5,9,0.357
2022,229,Canisius,4,0,0,0,0,2,0,79,-2.7,0,1.525,1.1,0.5,0.217,7,13,0.35
2022,282,Illinois State,3,0,0,0,0,0,0,94,-2.7,0,1.476,0.9,0.5,0.213,5,13,0.278
2022,101,Vanderbilt,8,0,0,0,0,3,0,85,-2.8,0,1.536,0.8,0.5,0.3,7,11,0.389
2022,142,Denver,7,0,0,0,0,1,0,94,-2.8,0,1.466,1,0.4,0.244,7,11,0.389
2022,55,Penn State,10,0,0,1,0,0,0,90,-2.9,0,1.48,1,0.5,0.145,7,13,0.35
2022,255,Tennessee Tech,4,0,0,0,0,1,0,98,-2.9,0,1.567,1.2,0.6,0.179,7,10,0.412
2022,275,Maryland-Eastern Shore,3,0,0,0,0,1,0,79,-3,0,1.606,0.8,0.6,0.226,6,8,0.429
2022,60,Coppin State,10,2,0,2,0,3,0,86,-3.1,0,1.518,0.7,0.5,0.282,6,8,0.429
2022,193,McNeese State,5,0,0,0,0,0,0,144,-3.1,0,1.433,0.8,0.4,0.283,4,10,0.286
2022,160,Bethune-Cookman,6,0,0,0,0,0,0,87,-3.2,0,1.462,0.8,0.6,0.22,7,11,0.389
2022,94,Sacred Heart,8,0,0,0,0,0,0,86,-3.3,0,1.551,1.1,0.4,0.2,6,10,0.375
2022,324,Miami (OH),2,0,0,0,0,0,1,94,-3.3,0,1.514,1.2,0.5,0.183,8,12,0.4
2022,21,Fordham,13,1,0,0,0,0,1,85,-3.4,0,1.554,0.9,0.5,0.183,8,10,0.444
2022,106,Quinnipiac,8,0,0,1,0,0,0,94,-3.4,0,1.564,1.1,0.5,0.217,7,13,0.35
2022,152,Kansas State,6,0,0,0,0,2,0,83,-3.4,0,1.473,1,0.6,0.221,6,12,0.333
2022,155,Eastern Kentucky,6,0,0,0,0,1,0,95,-3.4,0,1.536,1.4,0.9,0.153,5,11,0.313
2022,97,Nevada,8,0,0,0,0,0,0,90,-3.5,0,1.553,1.1,0.5,0.242,6,12,0.333
2022,201,North Carolina A&T,5,0,0,0,0,1,0,82,-3.5,0,1.451,0.9,0.6,0.204,6,10,0.375
2022,240,Lafayette,4,0,0,0,0,1,0,89,-3.6,0,1.634,1.6,0.7,0.147,7,11,0.389
2022,316,South Carolina,2,0,0,0,0,0,0,83,-3.7,0,1.575,1,0.5,0.194,9,9,0.5
2022,184,Sacramento State,5,0,0,0,0,2,0,85,-4.1,0,1.464,1,0.5,0.188,6,14,0.3
2022,190,Stanford,5,0,0,0,0,0,0,87,-4.1,0,1.532,0.8,0.4,0.191,8,12,0.4
2022,51,Rice,10,0,0,0,0,0,0,91,-4.2,0,1.615,1.3,0.4,0.233,7,11,0.389
2022,81,George Washington,8,0,0,0,0,0,2,98,-4.2,0,1.522,1.1,0.6,0.187,8,9,0.471
2022,174,Robert Morris,6,0,0,0,0,0,0,88,-4.3,0,1.479,0.9,0.4,0.216,5,16,0.238
2022,218,Austin Peay,5,0,0,0,0,0,0,79,-4.3,0,1.592,0.9,0.4,0.201,8,10,0.444
2022,43,DePaul,11,1,0,0,0,3,1,99,-4.4,0,1.455,0.9,0.5,0.239,6,14,0.3
2022,250,Florida State,4,0,0,0,0,0,0,89,-4.4,0,1.55,1.1,0.7,0.225,10,10,0.5
2022,263,Iowa State,3,0,0,0,0,1,0,84,-4.4,0,1.595,1,0.6,0.167,7,11,0.389
2022,166,UC San Diego,6,0,0,0,0,0,0,87,-4.6,0,1.59,1.2,0.5,0.225,7,11,0.389
2022,308,Tulsa,2,0,0,0,0,0,0,83,-4.7,0,1.504,0.8,0.5,0.248,4,14,0.222
2022,311,American University,2,0,0,0,0,1,0,83,-4.8,0,1.487,0.9,0.5,0.194,5,13,0.278
2022,33,Central Arkansas,12,0,0,0,0,1,0,93,-5,0,1.512,1.2,0.6,0.179,7,9,0.438
2022,338,Milwaukee,1,0,0,0,0,0,1,89,-5,0,1.502,0.9,0.4,0.206,8,14,0.364
2022,175,St. Francis (PA),6,0,0,0,0,2,0,85,-5.1,0,1.529,1,0.4,0.192,5,13,0.278
2022,195,Manhattan,5,0,0,0,0,1,0,84,-5.1,0,1.436,0.7,0.4,0.293,8,12,0.4
2022,225,James Madison,4,0,0,0,0,1,0,95,-5.1,0,1.458,1,0.6,0.222,6,12,0.333
2022,317,Cal State Bakersfield,2,0,0,0,0,0,0,79,-5.1,0,1.421,0.9,0.5,0.238,2,14,0.125
2022,133,Boston College,7,0,0,0,0,2,0,95,-5.4,0,1.494,1.1,0.6,0.179,6,14,0.3
2022,116,La Salle,7,0,0,0,0,0,2,87,-5.5,0,1.546,1.1,0.5,0.169,5,13,0.278
2022,323,New Mexico,2,0,1,0,0,1,0,91,-5.5,0,1.423,0.9,0.5,0.21,5,12,0.294
2022,100,Hampton,8,1,0,0,0,0,3,93,-5.6,0,1.472,0.9,0.4,0.236,5,11,0.313
2022,252,NC State,4,0,0,0,0,0,1,83,-5.6,0,1.445,1.1,0.7,0.178,4,16,0.2
2022,280,Ole Miss,3,1,0,0,0,1,1,85,-5.6,0,1.526,1,0.5,0.204,4,14,0.222
2022,126,Massachusetts,7,0,0,0,0,1,0,91,-5.7,0,1.546,1.1,0.5,0.245,7,11,0.389
2022,236,SIU-Edwardsville,4,0,0,0,0,2,0,77,-5.7,0,1.506,0.8,0.5,0.235,5,13,0.278
2022,54,Holy Cross,10,0,0,0,0,0,1,79,-5.8,0,1.452,1,0.5,0.209,7,11,0.389
2022,260,Stetson,4,0,0,0,0,0,0,113,-5.8,0,1.526,1,0.5,0.207,5,11,0.313
2022,322,Florida International,2,0,0,0,0,0,0,95,-5.9,0,1.52,1,0.4,0.158,6,13,0.316
2022,351,Northern Illinois,0,0,0,0,0,0,0,83,-6,0,1.488,1,0.5,0.221,6,14,0.3
2022,183,East Carolina,5,0,0,0,0,1,0,88,-6.2,0,1.653,1.1,0.5,0.261,6,11,0.353
2022,178,Valparaiso,6,0,0,0,0,0,0,83,-6.3,0,1.432,1,0.5,0.216,6,12,0.333
2022,287,Fairleigh Dickinson,3,0,0,0,0,0,0,93,-6.3,0,1.473,0.9,0.5,0.198,4,11,0.267
2022,80,Tennessee-Martin,8,0,0,0,0,1,1,94,-6.4,0,1.454,0.8,0.5,0.216,4,14,0.222
2022,82,Louisiana-Monroe,8,0,0,0,0,2,0,83,-6.4,0,1.56,1.1,0.5,0.186,5,13,0.278
2022,294,Central Michigan,3,0,0,0,0,1,0,89,-6.4,0,1.495,0.9,0.5,0.232,6,12,0.333
2022,333,Green Bay,1,0,0,0,0,0,0,77,-6.4,0,1.483,0.8,0.4,0.238,4,16,0.2
2022,186,Utah,5,0,0,0,0,0,0,84,-6.5,0,1.528,1,0.4,0.217,4,16,0.2
2022,312,West Virginia,2,0,0,0,0,0,1,81,-6.5,0,1.451,0.8,0.5,0.285,4,14,0.222
2022,309,Georgia Southern,2,0,0,0,0,0,0,81,-6.6,0,1.493,0.8,0.4,0.221,5,11,0.313
2022,29,Citadel,12,0,0,0,0,0,2,107,-6.7,0,1.574,1.2,0.4,0.211,6,12,0.333
2022,130,Utah Tech,7,0,0,0,0,1,0,85,-6.7,0,1.6,0.9,0.4,0.235,6,12,0.333
2022,169,California,6,0,0,0,0,0,1,78,-6.7,0,1.475,1,0.4,0.184,5,15,0.25
2022,292,Idaho,3,0,0,0,0,0,0,94,-6.7,0,1.424,0.9,0.3,0.244,6,14,0.3
2022,150,Bowling Green,6,0,0,0,0,1,2,92,-6.8,0,1.437,1,0.6,0.241,6,14,0.3
2022,202,Cal Poly,5,0,0,0,0,0,1,82,-6.9,0,1.494,0.7,0.3,0.285,4,12,0.25
2022,253,Marshall,4,0,0,0,0,0,1,88,-6.9,0,1.54,1.1,0.5,0.165,4,14,0.222
2022,346,Indiana State,1,0,0,0,0,0,0,82,-6.9,0,1.519,0.9,0.4,0.211,4,14,0.222
2022,349,Missouri,1,0,0,0,0,0,0,92,-7,0,1.535,0.9,0.4,0.211,5,13,0.278
2022,244,Butler,4,0,0,0,0,1,0,85,-7.1,0,1.451,0.9,0.5,0.19,6,14,0.3
2022,270,Idaho State,3,0,0,0,0,0,0,86,-7.1,0,1.445,0.8,0.3,0.222,5,15,0.25
2022,90,San Diego,8,2,0,0,0,0,2,74,-7.2,0,1.373,0.7,0.4,0.188,7,9,0.438
2022,157,Georgia Tech,6,0,0,0,0,2,0,82,-7.2,0,1.531,1,0.6,0.161,5,15,0.25
2022,207,Northeastern,5,0,0,0,0,0,0,76,-7.3,0,1.484,0.8,0.3,0.208,2,16,0.111
2022,272,Bucknell,3,0,0,0,0,0,0,92,-7.3,0,1.561,1.1,0.4,0.231,5,13,0.278
2022,102,Louisville,8,0,0,0,0,0,0,83,-7.4,0,1.471,1,0.5,0.167,6,14,0.3
2022,241,Central Connecticut State,4,0,0,0,0,0,0,91,-7.6,0,1.527,0.8,0.4,0.22,4,13,0.235
2022,78,Pittsburgh,9,0,0,0,0,1,2,76,-7.7,0,1.501,0.8,0.4,0.263,6,14,0.3
2022,191,Minnesota,5,0,0,0,0,0,0,79,-7.7,0,1.491,1.4,0.6,0.152,4,16,0.2
2022,328,St. Thomas (MN),1,0,0,0,0,0,0,95,-7.8,0,1.416,1.3,0.6,0.194,4,14,0.222
2022,288,North Alabama,3,0,0,0,0,0,0,88,-7.9,0,1.323,0.7,0.6,0.196,2,14,0.125
2022,315,Eastern Michigan,2,0,0,0,0,0,0,99,-8,0,1.421,0.8,0.4,0.205,5,15,0.25
2022,248,Mississippi Valley State,4,0,0,0,0,0,0,92,-8.1,0,1.498,1,0.6,0.22,2,16,0.111
2022,266,Western Michigan,3,0,0,0,0,0,0,79,-8.1,0,1.434,0.8,0.4,0.183,4,16,0.2
2022,303,Incarnate Word,2,0,0,0,0,0,0,92,-8.4,0,1.489,0.9,0.4,0.243,3,11,0.214
2022,330,Arkansas-Pine Bluff,1,0,1,0,0,0,1,93,-8.4,0,1.531,1,0.6,0.273,5,13,0.278
2022,339,Northern Arizona,1,0,0,0,0,0,1,84,-8.6,0,1.521,0.9,0.3,0.178,5,15,0.25
2022,267,Loyola Marymount,3,0,0,0,0,0,0,90,-9,0,1.403,0.9,0.4,0.201,3,12,0.2
2022,119,Texas-RGV,7,0,0,0,0,0,1,93,-9.1,0,1.533,0.8,0.4,0.318,3,15,0.167
2022,268,Maine,3,0,0,0,0,0,3,79,-9.2,0,1.554,1.2,0.5,0.133,3,15,0.167
2022,53,Texas-San Antonio,10,0,0,0,0,0,0,98,-9.3,0,1.451,0.9,0.4,0.168,3,15,0.167
2022,295,N.J.I.T.,3,0,0,0,0,0,0,77,-9.3,0,1.418,0.8,0.4,0.192,6,12,0.333
2022,127,Western Carolina,7,1,0,0,0,0,0,94,-9.6,0,1.5,1,0.4,0.199,5,13,0.278
2022,281,North Dakota,3,0,0,0,0,0,0,92,-9.7,0,1.454,0.9,0.3,0.237,2,16,0.111
2022,297,Nebraska,3,0,0,0,0,0,0,93,-9.8,0,1.46,1,0.5,0.224,4,16,0.2
2022,134,William & Mary,7,2,0,0,0,2,1,91,-9.9,0,1.461,0.7,0.4,0.214,4,14,0.222
2022,148,Cal State Northridge,6,0,0,0,0,2,0,83,-10,0,1.386,0.7,0.6,0.206,3,15,0.167
2022,277,Air Force,3,1,0,0,0,0,1,77,-10,0,1.581,1,0.4,0.183,4,13,0.235
2022,307,Little Rock,2,1,0,0,0,0,0,98,-10.5,0,1.533,0.9,0.5,0.229,3,11,0.214
2022,321,South Florida,2,0,0,0,0,0,0,75,-10.8,0,1.533,0.9,0.4,0.172,3,15,0.167
2022,284,Charleston Southern,3,0,0,0,0,1,0,86,-10.9,0,1.479,0.7,0.4,0.203,1,15,0.063
2022,304,Delaware State,2,0,0,0,0,1,1,79,-11,0,1.406,0.5,0.4,0.238,0,15,0
2022,264,Chicago State,3,0,0,0,0,0,0,87,-11.1,0,1.416,0.7,0.4,0.21,3,15,0.167
2022,335,Omaha,1,0,0,0,0,0,0,98,-11.7,0,1.399,0.9,0.4,0.216,4,14,0.222
2022,357,Georgia,0,0,0,0,0,0,0,82,-11.7,0,1.569,0.9,0.3,0.302,1,17,0.056
2022,232,Pacific,4,0,0,0,0,2,0,81,-11.9,0,1.472,1,0.6,0.232,3,11,0.214
2022,197,Georgetown,5,0,0,0,0,0,0,77,-12.4,0,1.448,0.8,0.6,0.217,0,19,0
2022,203,Duquesne,5,0,0,0,0,2,3,93,-13.5,0,1.403,0.8,0.5,0.135,1,16,0.059
2022,296,Oregon State,3,0,0,0,0,2,0,97,-13.5,0,1.473,1,0.5,0.176,1,19,0.05
2022,204,Lamar,5,0,0,0,0,0,0,82,-13.9,0,1.489,0.7,0.4,0.195,0,16,0
2022,196,Columbia,5,0,0,1,0,1,0,82,-14,0,1.459,0.7,0.4,0.148,1,13,0.071
2022,15,Southern Mississippi,14,0,0,0,0,0,1,79,-14.8,0,1.48,0.9,0.4,0.194,1,17,0.056
2022,347,Pepperdine,1,0,0,0,0,0,0,85,-15.3,0,1.557,1,0.4,0.166,1,15,0.063
2022,334,Evansville,1,0,0,0,0,0,0,79,-15.5,0,1.525,1,0.5,0.18,2,16,0.111
2022,269,Eastern Illinois,3,0,0,0,0,1,0,82,-15.8,0,1.568,0.7,0.4,0.223,3,15,0.167
2022,221,San Jose State,4,1,0,0,0,0,1,72,-16.6,0,1.536,0.9,0.4,0.152,1,17,0.056
2022,242,IUPUI,4,0,0,0,0,1,0,66,-17.1,0,1.556,0.7,0.4,0.166,1,16,0.059
2021,135,Gonzaga,6,1,0,0,0,0,0,116,24.1,0,1.517,1.3,0.6,0.29,15,0,1
2021,183,Colgate,5,1,0,0,0,0,1,101,17.9,0,1.559,1.7,0.7,0.225,11,1,0.917
2021,6,Wright State,16,0,0,0,0,0,0,100,16.3,0,1.536,1.3,0.5,0.251,16,4,0.8
2021,184,Loyola (IL),5,0,0,0,0,1,0,90,16.2,0,1.57,1.3,0.7,0.231,16,2,0.889
2021,71,Houston,8,0,0,0,0,0,0,98,16,0,1.51,1.2,0.7,0.215,14,3,0.824
2021,324,Abilene Christian,1,0,0,0,0,1,0,93,15.7,0,1.721,1.5,0.7,0.239,13,2,0.867
2021,63,Jackson State,9,0,0,0,0,1,0,106,14.9,0,1.502,0.8,0.6,0.303,11,0,1
2021,3,Utah State,21,2,0,0,0,0,7,107,14.7,0,1.633,1.3,0.5,0.195,15,4,0.789
2021,39,Belmont,10,1,0,0,0,2,1,114,14.7,0,1.645,1.8,0.7,0.199,17,2,0.895
2021,28,Grand Canyon,11,1,0,0,0,0,1,121,14.2,0,1.608,1.3,0.4,0.225,11,3,0.786
2021,29,Prairie View A&M,11,0,0,0,0,2,2,87,14.2,0,1.67,1.3,0.8,0.192,13,0,1
2021,299,San Diego State,2,0,0,0,0,1,0,98,13.9,0,1.551,1.2,0.7,0.229,14,3,0.824
2021,214,Baylor,4,0,0,0,0,1,0,107,13.6,0,1.512,1.2,0.7,0.183,13,1,0.929
2021,53,Toledo,9,2,0,0,0,1,0,96,12,0,1.559,1.6,0.6,0.209,15,4,0.789
2021,337,Alabama,1,0,0,0,0,1,0,115,11.8,0,1.509,1,0.6,0.208,16,2,0.889
2021,311,Liberty,2,0,0,0,0,0,0,94,11.3,0,1.54,1.5,0.3,0.187,11,2,0.846
2021,185,Weber State,5,0,0,0,0,2,0,96,11.2,0,1.507,1.2,0.6,0.28,12,3,0.8
2021,219,Brigham Young,4,1,0,0,0,0,2,105,11.2,0,1.542,1.3,0.4,0.214,10,3,0.769
2021,275,Winthrop,3,2,0,0,0,0,0,107,11.1,0,1.527,1,0.5,0.236,17,1,0.944
2021,14,Buffalo,13,2,0,0,0,2,0,102,10.7,0,1.521,1.2,0.6,0.204,11,5,0.688
2021,261,Vermont,3,0,0,0,0,0,0,92,10.7,0,1.555,1.1,0.4,0.266,10,4,0.714
2021,97,UC Santa Barbara,7,1,0,0,0,2,0,105,10.6,0,1.586,1.4,0.7,0.247,15,3,0.833
2021,38,Eastern Washington,10,0,0,0,0,0,0,94,10.5,0,1.55,1.4,0.5,0.255,12,3,0.8
2021,84,Stephen F. Austin,8,0,0,0,0,2,0,102,10.3,0,1.517,1,0.6,0.29,12,3,0.8
2021,31,Colorado State,11,0,0,0,0,0,0,90,9.9,0,1.592,1.1,0.4,0.29,14,4,0.778
2021,111,Florida State,7,0,0,0,0,1,0,105,9.9,0,1.518,1.1,0.6,0.221,11,4,0.733
2021,4,Illinois,19,2,0,0,0,1,0,98,9.8,0,1.565,1.2,0.4,0.265,16,4,0.8
2021,83,St. Bonaventure,8,1,0,0,0,1,3,88,9.7,0,1.573,1.3,0.5,0.206,11,4,0.733
2021,159,Sam Houston State,5,0,0,0,0,2,0,97,9.6,0,1.536,1.1,0.6,0.205,13,3,0.813
2021,73,Boise State,8,0,0,0,0,0,2,106,9.5,0,1.501,1.2,0.5,0.252,14,6,0.7
2021,81,Michigan,8,2,0,0,0,0,2,92,9.5,0,1.524,1.2,0.4,0.222,14,3,0.824
2021,24,Morehead State,12,1,0,0,0,0,1,89,9.2,0,1.528,0.9,0.3,0.264,17,3,0.85
2021,33,Memphis,11,0,0,0,0,3,0,96,9,0,1.637,0.9,0.5,0.218,11,4,0.733
2021,103,Louisiana Tech,7,0,0,0,0,0,0,101,8.8,0,1.472,1,0.5,0.255,12,4,0.75
2021,8,Iowa,14,0,0,0,0,1,0,102,8.4,0,1.634,1.9,0.5,0.226,14,6,0.7
2021,16,USC,13,2,0,0,0,0,2,95,8.4,0,1.529,1.1,0.4,0.231,15,5,0.75
2021,80,Nicholls State,8,0,0,0,0,2,0,105,8.4,0,1.45,1.1,0.7,0.189,14,2,0.875
2021,57,UC Irvine,9,2,0,0,0,0,2,89,8.2,0,1.423,0.9,0.6,0.227,13,4,0.765
2021,21,Colorado,12,0,0,0,0,0,0,92,8.1,0,1.518,1.2,0.5,0.245,15,6,0.714
2021,47,Western Kentucky,10,3,0,0,0,0,3,91,8.1,0,1.518,0.8,0.4,0.289,11,3,0.786
2021,68,Villanova,8,0,0,0,0,0,0,96,7.9,0,1.624,1.7,0.6,0.242,11,4,0.733
2021,229,Southern,4,0,0,0,0,1,0,102,7.9,0,1.601,1,0.6,0.297,8,6,0.571
2021,45,Drake,10,0,0,0,0,2,0,95,7.8,0,1.441,1.3,0.6,0.182,15,3,0.833
2021,235,Bellarmine,4,0,0,0,0,1,0,87,7.8,0,1.529,1.3,0.6,0.227,10,3,0.769
2021,276,Iona,3,1,0,0,0,0,1,91,7.8,0,1.59,0.9,0.5,0.282,6,3,0.667
2021,231,Texas Southern,4,0,0,0,0,0,0,86,7.7,0,1.474,0.8,0.5,0.286,10,3,0.769
2021,202,Navy,4,0,0,0,0,2,0,87,7.6,0,1.482,0.9,0.6,0.278,12,1,0.923
2021,89,Murray State,8,0,0,0,0,1,0,89,7.1,0,1.586,1.3,0.5,0.183,10,10,0.5
2021,284,Southern Utah,2,0,0,0,0,0,0,99,7.1,0,1.452,1,0.6,0.312,12,2,0.857
2021,59,Creighton,9,0,0,0,0,1,0,97,6.9,0,1.543,1.4,0.6,0.181,14,6,0.7
2021,240,Florida Atlantic,3,0,0,0,0,0,0,107,6.9,0,1.495,0.9,0.4,0.193,7,5,0.583
2021,330,UC Riverside,1,0,0,0,0,0,0,86,6.9,0,1.528,1.2,0.5,0.172,10,5,0.667
2021,37,Virginia,10,1,0,0,0,1,3,85,6.7,0,1.555,1.5,0.5,0.158,13,4,0.765
2021,109,UNC Greensboro,7,0,0,0,0,3,1,87,6.6,0,1.429,1.2,0.8,0.151,13,5,0.722
2021,9,Kansas,14,0,0,0,0,1,0,97,6.5,0,1.529,1.1,0.5,0.204,12,6,0.667
2021,44,South Dakota State,10,0,0,0,0,0,0,95,6.4,0,1.484,1.1,0.5,0.311,11,4,0.733
2021,49,Bryant,9,3,0,1,0,1,2,101,6.4,0,1.575,1,0.4,0.27,10,4,0.714
2021,287,James Madison,2,0,0,0,0,1,0,93,6.3,0,1.506,1.2,0.6,0.254,8,2,0.8
2021,104,Arkansas,7,0,0,0,0,2,1,101,6.2,0,1.5,1.1,0.6,0.261,13,4,0.765
2021,328,North Texas,1,0,0,0,0,0,0,79,6.2,0,1.517,0.9,0.5,0.223,9,5,0.643
2021,105,Marshall,7,0,0,0,0,1,2,107,6,0,1.53,1.5,0.7,0.165,9,5,0.643
2021,310,Texas State,2,0,0,0,0,0,0,79,6,0,1.547,1,0.5,0.201,12,3,0.8
2021,32,Connecticut,11,1,1,0,0,3,3,98,5.9,0,1.483,1,0.5,0.212,11,6,0.647
2021,62,Oral Roberts,9,0,2,0,0,0,0,103,5.9,0,1.402,1,0.6,0.241,10,5,0.667
2021,200,South Dakota,4,0,1,0,0,0,0,97,5.8,0,1.513,1.4,0.5,0.252,12,6,0.667
2021,244,Norfolk State,3,0,0,0,0,1,0,94,5.8,0,1.481,1,0.5,0.264,8,4,0.667
