season,Team,AP_Pre 1,AP_Week 2,AP_Week 3,AP_Week 4,AP_Week 5,AP_Week 6,AP_Week 7,AP_Week 8,AP_Week 9,AP_Week 10,AP_Week 11,AP_Week 12,AP_Week 13,AP_Week 14,AP_Week 15,AP_Week 16,AP_Week 17,AP_Week 18,AP_Final
2011,North Carolina,8,8,25,0,0,0,0,0,0,0,0,0,23,20,19,19,13,6,7
2011,Texas,0,0,20,19,25,22,18,13,12,12,10,7,3,3,3,5,7,10,8
2011,Connecticut,0,0,0,7,6,4,4,4,8,10,8,5,6,10,13,14,16,21,9
2011,Brigham Young,24,23,23,21,18,16,23,16,15,11,9,9,8,7,7,7,3,8,10
2011,Kentucky,11,12,8,10,17,17,13,11,10,13,12,14,10,18,22,22,20,15,11
2011,Syracuse,10,10,9,8,8,5,5,5,4,4,3,9,17,12,17,17,12,11,12
2011,Purdue,14,14,10,22,19,19,14,12,11,8,14,12,11,14,11,8,6,9,13
2011,Louisville,0,0,0,0,24,20,0,22,0,18,19,23,15,16,16,16,11,14,14
2011,Florida,9,9,16,18,0,0,20,0,0,0,0,24,0,17,14,13,14,12,15
2011,Wisconsin,0,0,0,0,0,0,0,0,0,20,18,17,19,13,10,12,10,13,16
2011,Arizona,0,0,0,0,0,0,0,0,0,0,0,0,21,15,12,10,18,16,17
2011,St. John's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,17,18
2011,Utah State,0,0,0,0,0,0,0,0,0,0,0,0,22,21,25,0,25,23,19
2011,Xavier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,23,18,20
2011,Kansas State,3,3,4,5,5,6,11,17,17,21,0,0,0,0,0,0,0,19,21
2011,West Virginia,0,0,0,0,0,0,0,0,0,0,21,0,25,25,0,0,0,20,22
2011,Washington,18,17,13,23,21,0,0,0,23,17,20,18,20,0,0,0,0,0,23
2011,Texas A&M,0,0,0,0,0,25,25,18,16,14,11,13,16,22,21,21,24,0,24
2011,Vanderbilt,0,0,0,0,0,0,0,24,22,0,0,19,23,23,18,18,21,0,25
2010,Wake Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
2010,UNLV,0,0,0,24,18,0,0,0,0,0,0,0,0,23,0,0,0,0,0
2010,UAB,0,0,0,0,0,0,0,24,0,0,0,25,0,0,0,0,0,0,0
2010,Texas Tech,0,0,0,0,23,16,23,20,22,0,0,0,0,0,0,0,0,0,0
2010,Portland,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Ole Miss,0,0,0,0,25,20,15,16,14,21,22,18,25,0,0,0,0,0,0
2010,Notre Dame,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Northwestern,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
2010,Northern Iowa,0,0,0,0,0,0,0,0,0,0,20,0,24,19,0,25,0,0,0
2010,Miami (FL),0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
2010,Florida State,0,0,0,21,0,0,0,22,18,25,0,0,0,0,0,0,0,0,0
2010,Florida,0,0,0,13,10,13,18,0,0,0,0,0,0,0,0,0,0,0,0
2010,Cincinnati,0,0,0,22,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,UTEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,0
2010,Texas,3,3,3,2,2,2,2,2,2,1,1,6,9,14,15,21,0,0,0
2010,North Carolina,6,6,11,10,11,10,10,9,9,12,24,0,0,0,0,0,0,0,0
2010,Connecticut,12,12,13,14,14,14,11,10,13,15,0,19,0,0,0,0,0,0,0
2010,California,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Washington,14,14,14,12,17,24,22,17,24,0,0,0,0,0,0,0,0,0,0
2010,Michigan,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Oklahoma,17,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Mississippi State,18,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
2010,Louisville,19,20,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Dayton,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Georgia Tech,22,21,0,0,24,22,0,0,20,20,19,22,21,20,0,0,0,0,0
2010,Illinois,23,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Clemson,24,22,19,18,0,0,24,21,0,24,17,0,0,0,0,0,0,0,0
2010,Minnesota,25,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Kansas,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,2,1,1
2010,Kentucky,4,4,5,5,4,3,3,3,3,2,2,1,4,3,2,2,3,2,2
2010,Duke,9,9,7,6,8,7,7,7,5,8,7,8,11,8,6,5,4,4,3
2010,Syracuse,0,0,10,8,7,5,5,5,7,5,5,4,3,2,5,4,1,3,4
2010,Ohio State,16,15,17,15,13,18,17,15,0,0,21,20,13,13,9,9,6,5,5
2010,West Virginia,8,8,8,7,6,6,6,6,8,10,11,9,6,5,8,8,10,7,6
2010,Kansas State,0,0,0,0,0,17,12,12,11,13,10,11,10,9,7,6,5,9,7
2010,New Mexico,0,0,0,0,0,19,13,19,15,0,0,23,15,15,12,10,8,8,8
2010,Villanova,5,5,4,3,3,8,8,8,6,4,4,3,2,4,3,7,9,10,9
2010,Purdue,7,7,6,4,5,4,4,4,4,6,13,10,8,6,4,3,7,6,10
2010,Butler,11,11,12,23,22,21,20,0,0,0,0,0,23,18,18,15,12,12,11
2010,Temple,0,0,0,0,0,0,21,18,21,19,16,15,19,21,21,20,20,17,12
2010,Michigan State,2,2,2,9,12,12,9,11,10,7,6,5,5,10,11,14,11,11,13
2010,Georgetown,20,19,18,16,15,11,14,13,12,11,12,7,7,7,10,11,19,22,14
2010,Tennessee,10,10,9,11,9,9,16,14,16,9,8,14,14,12,20,19,16,15,15
2010,Wisconsin,0,0,0,0,20,0,0,23,17,13,18,16,16,11,14,17,15,13,16
2010,Brigham Young,0,0,0,0,0,0,0,0,25,18,14,12,12,17,16,13,14,14,17
2010,Pittsburgh,0,0,0,0,0,0,0,0,23,16,9,17,22,25,19,12,17,16,18
2010,Baylor,0,0,0,0,0,0,0,0,0,22,25,24,20,24,22,24,21,21,19
2010,Maryland,0,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,20
2010,Vanderbilt,0,0,24,0,0,0,0,0,0,0,0,21,18,22,17,16,13,20,21
2010,Gonzaga,0,0,0,17,21,15,25,0,19,17,15,13,17,16,13,18,18,18,22
2010,Texas A&M,0,0,0,19,16,23,19,0,0,0,0,0,0,0,24,22,23,23,23
2010,Richmond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,0,0,24
2010,Xavier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,25
2009,West Virginia,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
2009,Utah State,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0
2009,Saint Mary's,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
2009,Ohio State,0,0,0,0,21,17,15,24,0,0,0,0,0,24,0,0,0,0,0
2009,Minnesota,0,0,0,0,0,0,23,21,22,18,21,0,19,0,0,0,0,0,0
2009,Michigan,0,0,0,0,0,0,24,23,0,25,0,0,0,0,0,0,0,0,0
2009,Kentucky,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
2009,Illinois,0,0,0,0,0,0,0,0,0,0,25,19,23,22,18,20,23,0,0
2009,Dayton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
2009,California,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
2009,Boston College,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
2009,Baylor,0,0,0,24,22,21,21,19,23,21,0,0,0,0,0,0,0,0,0
2009,Brigham Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
2009,Texas,7,7,6,8,6,5,9,8,7,11,14,11,16,0,0,25,0,0,0
2009,Notre Dame,9,8,8,7,12,12,8,7,13,12,19,0,0,0,0,0,0,0,0
2009,Tennessee,14,14,12,10,8,16,16,14,15,24,0,0,0,0,0,0,0,0,0
2009,Miami (FL),17,17,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,USC,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Florida,19,18,17,23,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
2009,Davidson,20,21,24,22,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Georgetown,22,22,21,20,19,15,12,11,9,13,12,25,0,0,0,0,0,0,0
2009,Wisconsin,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Louisville,3,3,3,11,9,9,19,18,23,20,9,7,5,5,7,6,6,5,1
2009,North Carolina,1,1,1,1,1,1,1,1,3,5,5,5,3,3,3,4,2,1,2
2009,Memphis,13,13,18,18,17,23,0,0,0,0,22,18,14,8,5,5,5,4,3
2009,Pittsburgh,5,6,4,3,3,3,3,3,1,1,4,3,6,4,4,1,3,2,4
2009,Connecticut,2,2,2,2,2,2,2,2,5,4,3,2,1,1,1,2,1,3,5
2009,Duke,8,10,7,4,7,6,5,5,2,3,2,1,4,6,9,7,7,9,6
2009,Oklahoma,12,12,11,6,5,4,4,4,6,6,6,4,2,2,2,3,4,6,7
2009,Michigan State,6,5,5,13,18,19,11,10,8,7,7,9,13,9,6,9,8,7,8
2009,Missouri,0,0,0,0,0,0,25,0,0,0,0,0,0,17,11,11,15,14,9
2009,Gonzaga,10,9,9,5,4,8,7,16,0,0,23,20,18,19,17,17,14,12,10
2009,Villanova,23,23,20,17,15,18,18,15,18,23,20,21,17,13,12,10,11,10,11
2009,Wake Forest,21,20,19,15,11,10,6,6,4,2,1,6,7,7,8,13,10,8,12
2009,Syracuse,0,0,0,16,13,11,17,13,11,8,8,15,20,23,24,0,25,18,13
2009,Kansas,24,24,22,0,25,0,0,0,0,0,0,0,21,16,15,15,9,11,14
2009,Washington,0,0,0,0,0,0,0,0,0,0,0,23,22,0,22,21,16,13,15
2009,Florida State,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,24,22,16
2009,Purdue,11,11,10,9,14,13,10,9,14,19,18,16,12,20,19,16,19,24,17
2009,UCLA,4,4,13,12,16,14,13,12,10,9,13,17,15,11,20,22,20,15,18
2009,Arizona State,15,15,14,19,20,20,20,17,20,16,17,14,24,18,14,14,21,23,19
2009,Xavier,0,0,16,14,10,7,14,22,16,15,15,10,9,14,16,19,17,19,20
2009,LSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,12,20,21
2009,Butler,0,0,0,0,0,0,0,25,21,17,16,13,11,15,21,24,22,16,22
2009,Marquette,16,15,15,25,24,24,0,0,18,14,11,8,8,10,10,8,13,21,23
2009,Clemson,0,0,0,0,0,25,22,20,12,10,10,12,10,12,13,12,18,17,24
2009,Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2008,West Virginia,0,0,0,0,0,0,24,23,0,0,0,0,0,0,0,0,0,0,0
2008,Virginia,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Villanova,0,24,20,0,25,23,20,18,17,19,25,18,0,0,0,0,0,0,0
2008,Syracuse,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Saint Mary's,0,0,0,0,0,24,0,0,0,0,0,0,21,25,25,23,25,0,0
2008,Rhode Island,0,0,0,0,0,0,0,25,23,22,23,0,0,0,0,0,0,0,0
2008,Ole Miss,0,0,0,0,0,0,0,22,18,16,18,17,24,0,0,0,0,0,0
2008,Miami (FL),0,0,0,0,0,0,22,19,0,25,21,0,0,0,0,0,0,0,0
2008,Kent State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
2008,Florida,0,0,25,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
2008,Dayton,0,0,0,0,0,0,0,0,20,17,14,16,0,0,0,0,0,0,0
2008,Baylor,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0
2008,Arizona State,0,0,0,0,0,0,0,0,0,0,22,24,0,0,0,0,0,0,0
2008,Clemson,0,0,24,18,18,15,15,21,19,18,24,0,0,0,0,0,0,24,0
2008,Oregon,12,11,12,17,19,16,23,0,0,0,0,0,0,0,0,0,0,0,0
2008,Texas A&M,16,15,16,9,16,14,14,14,12,11,10,18,23,18,16,22,0,0,0
2008,Arizona,17,17,0,0,22,21,19,17,21,0,0,0,0,0,0,0,0,0,0
2008,USC,18,0,0,22,24,0,25,24,22,0,0,0,0,0,0,0,0,0,0
2008,Arkansas,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Kentucky,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,NC State,21,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Pittsburgh,22,19,17,14,12,11,11,6,13,20,15,13,18,21,22,0,0,0,0
2008,Southern Illinois,24,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Kansas State,25,22,18,25,0,0,0,0,0,0,0,0,22,20,18,24,0,0,0
2008,North Carolina,1,1,1,1,1,1,1,1,1,1,1,5,4,3,5,3,3,1,1
2008,Memphis,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2
2008,UCLA,2,2,2,2,7,8,8,5,5,5,4,8,5,5,6,6,4,3,3
2008,Tennessee,7,7,7,11,10,12,12,11,8,8,6,3,7,7,4,2,1,4,4
2008,Kansas,4,4,4,4,3,3,3,3,3,3,3,2,2,4,3,4,6,5,5
2008,Texas,15,16,15,8,4,4,4,9,14,12,19,12,10,12,11,7,5,9,6
2008,Duke,13,13,13,7,6,6,6,10,9,9,7,4,3,2,2,5,7,6,7
2008,Wisconsin,0,0,0,20,0,0,0,0,25,21,17,11,13,8,15,11,10,10,8
2008,Georgetown,5,5,5,5,5,5,5,8,7,7,5,9,6,6,8,12,11,11,9
2008,Xavier,0,0,0,23,21,17,0,0,0,24,20,23,15,13,12,10,9,8,10
2008,Stanford,23,20,0,0,0,0,0,0,24,23,0,20,14,9,7,9,8,7,11
2008,Butler,0,25,22,16,13,18,16,16,16,14,12,15,12,10,9,8,14,14,12
2008,Louisville,6,6,6,12,14,22,0,0,0,0,0,0,0,0,23,18,13,12,13
2008,Notre Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,21,17,19,14
2008,Connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,13,15,13,15
2008,Drake,0,0,0,0,0,0,0,0,0,0,0,22,16,15,14,16,20,20,16
2008,Purdue,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,14,16,15,17
2008,Vanderbilt,0,0,0,0,23,20,17,15,15,13,16,14,19,23,24,20,18,16,18
2008,Michigan State,8,12,10,10,9,9,9,7,6,6,11,10,8,11,10,19,19,17,19
2008,Gonzaga,14,14,14,19,17,19,18,0,0,0,0,0,0,0,0,0,24,22,20
2008,Washington State,10,9,9,6,8,7,7,4,4,4,8,6,9,17,21,17,22,23,21
2008,Indiana,9,8,8,15,15,13,13,13,11,10,9,7,11,14,13,15,12,18,22
2008,Davidson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23
2008,Brigham Young,0,0,0,21,20,25,21,20,0,0,0,0,0,0,0,0,0,0,24
2008,Marquette,11,10,11,13,11,10,10,12,10,15,13,21,17,16,0,25,21,21,25
2007,Xavier,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Wichita State,0,0,24,17,10,8,8,16,0,0,0,0,0,0,0,0,0,0,0
2007,West Virginia,0,0,0,0,0,0,0,0,25,21,0,0,0,0,23,22,0,0,0
2007,Virginia Tech,0,0,0,0,0,0,0,0,0,0,23,24,16,0,0,0,21,0,0
2007,Virginia,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
2007,Vanderbilt,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,17,19,0,0
2007,Stanford,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0,0,0,0,0
2007,Oklahoma State,0,0,0,0,22,15,15,13,12,9,12,13,12,17,18,0,0,0,0
2007,Indiana,0,0,0,0,0,0,0,0,0,0,0,23,0,0,24,0,0,0,0
2007,Gonzaga,0,0,0,22,18,16,22,0,0,0,0,0,0,0,0,0,0,0,0
2007,Clemson,0,0,0,0,0,0,0,25,23,17,19,19,25,0,0,0,0,0,0
2007,Air Force,0,0,0,0,0,24,24,23,20,18,13,16,17,15,17,14,25,0,0
2007,LSU,5,7,6,10,9,12,12,17,14,13,16,21,0,0,0,0,0,0,0
2007,Arizona,10,15,15,16,14,10,9,7,7,10,11,17,20,24,19,0,0,0,0
2007,Alabama,11,10,8,6,4,9,10,8,8,14,10,12,19,18,25,25,0,0,0
2007,Duke,12,11,9,11,7,6,6,5,5,11,14,10,8,16,0,18,14,21,0
2007,Boston College,15,14,23,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
2007,Washington,17,17,16,13,13,17,17,14,24,0,0,0,0,0,0,0,0,0,0
2007,Connecticut,18,21,18,20,19,14,14,12,18,24,0,0,0,0,0,0,0,0,0
2007,Creighton,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Syracuse,20,18,17,15,21,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2007,Kentucky,22,22,20,0,0,0,0,0,0,0,25,0,0,20,20,0,0,0,0
2007,Georgia Tech,23,23,19,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Ohio State,7,5,4,3,5,4,3,6,6,5,7,5,4,3,2,2,1,1,1
2007,Kansas,3,3,10,5,12,11,11,9,9,6,5,8,6,9,9,6,3,2,2
2007,Florida,1,1,1,4,7,5,5,3,3,2,1,1,1,1,1,3,5,6,3
2007,North Carolina,2,2,2,7,3,3,2,2,2,1,4,4,3,5,4,5,8,8,4
2007,Memphis,14,13,12,14,16,19,18,22,22,20,17,11,11,8,8,7,6,5,5
2007,Wisconsin,9,9,7,12,11,7,4,4,4,3,2,2,2,4,3,1,4,3,6
2007,UCLA,6,6,5,1,1,1,1,1,1,4,3,3,5,2,5,4,2,4,7
2007,Georgetown,8,8,14,18,0,0,0,0,0,0,0,0,0,22,14,12,9,9,8
2007,Texas A&M,13,12,11,9,6,13,13,11,11,8,8,6,10,6,6,8,7,7,9
2007,Oregon,0,0,0,0,0,22,21,20,16,15,9,7,9,13,15,23,17,16,10
2007,Texas,21,19,0,0,0,0,0,0,0,25,21,0,22,0,0,19,15,15,11
2007,Pittsburgh,4,4,3,2,2,2,7,10,10,7,6,9,7,7,7,10,12,13,12
2007,Washington State,0,0,0,0,0,0,0,0,0,23,0,20,18,14,10,9,13,11,13
2007,Southern Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,13,11,14,14
2007,Nevada,24,24,21,24,20,25,25,24,21,19,15,18,15,12,11,11,10,10,15
2007,Louisville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,12,16
2007,Notre Dame,0,0,0,0,0,21,20,19,17,22,20,22,21,0,0,0,22,20,17
2007,Maryland,0,0,25,23,23,0,0,0,0,0,0,0,0,0,0,0,24,17,18
2007,UNLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19
2007,Marquette,16,16,13,8,17,20,19,18,15,0,24,15,14,11,12,16,20,18,20
2007,Butler,0,0,0,19,15,18,16,15,13,12,18,14,13,10,13,15,18,19,21
2007,Winthrop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22
2007,USC,0,0,0,0,0,0,0,0,0,0,0,25,0,19,22,0,23,0,23
2007,Brigham Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,23,24
2007,Tennessee,25,25,22,0,0,0,0,21,19,16,22,0,0,0,0,0,0,22,25
2006,Wisconsin,0,0,0,0,0,0,0,24,0,21,15,23,0,0,0,0,0,0,0
2006,Northern Iowa,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,25,0,0,0
2006,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,0
2006,Houston,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Cincinnati,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
2006,Bucknell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
2006,NC State,0,0,0,24,25,21,21,19,13,18,14,15,18,16,21,15,22,25,0
2006,Michigan State,4,4,12,13,14,12,10,9,7,14,11,11,12,12,16,18,25,0,0
2006,Louisville,7,7,6,7,5,4,11,10,9,10,17,22,0,0,0,0,0,0,0
2006,Kentucky,9,8,7,10,15,23,19,18,19,0,0,0,0,0,0,0,0,0,0
2006,Arizona,10,10,9,15,24,24,0,0,21,24,0,0,0,0,0,0,0,0,0
2006,Stanford,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Alabama,15,15,19,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Wake Forest,18,19,24,22,20,16,22,22,23,0,0,0,0,0,0,0,0,0,0
2006,Maryland,23,24,23,23,21,17,16,16,14,23,22,18,0,0,0,0,0,0,0
2006,Indiana,24,23,20,17,18,18,18,17,16,9,13,13,22,24,0,0,0,0,0
2006,Iowa State,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Duke,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,1
2006,Connecticut,3,3,3,3,3,2,2,2,2,4,3,1,1,1,1,3,2,1,2
2006,Villanova,5,5,4,4,4,3,3,3,3,3,8,6,4,4,4,2,4,2,3
2006,Memphis,12,12,11,9,7,5,4,4,4,5,4,3,3,3,3,4,3,5,4
2006,Gonzaga,8,9,8,6,9,10,8,8,8,6,6,7,5,5,5,5,5,4,5
2006,Ohio State,0,0,0,0,0,0,24,21,18,19,19,16,20,19,12,13,9,7,6
2006,Boston College,11,11,10,8,6,13,14,13,11,15,21,20,15,17,13,11,12,11,7
2006,UCLA,19,18,16,16,16,14,12,11,17,11,18,17,14,13,15,19,15,13,7
2006,Texas,2,2,2,2,2,6,15,15,15,8,5,4,7,6,6,7,6,8,9
2006,North Carolina,0,0,0,0,23,19,17,23,25,20,24,0,0,23,23,21,13,10,10
2006,Florida,0,0,14,11,10,7,5,5,5,2,2,5,8,7,10,12,17,16,11
2006,Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,18,17,12
2006,Illinois,17,17,15,12,11,9,6,6,6,7,7,8,6,10,14,8,10,9,13
2006,George Washington,21,21,21,19,19,15,13,12,20,17,16,14,10,8,7,6,7,6,14
2006,Iowa,20,20,18,14,12,22,25,0,0,0,23,0,23,18,18,20,23,20,15
2006,Pittsburgh,0,0,0,0,0,0,0,0,22,12,9,12,9,14,9,9,8,15,16
2006,Washington,0,0,25,18,13,11,9,7,10,13,10,10,16,21,20,17,14,12,17
2006,Tennessee,0,0,0,0,0,0,23,0,0,0,0,19,13,11,8,10,11,14,18
2006,LSU,0,0,0,25,0,0,0,0,0,0,0,0,24,0,25,24,21,18,19
2006,Nevada,22,22,22,20,17,20,20,20,0,0,0,0,0,0,0,25,24,21,20
2006,Syracuse,16,16,17,0,0,0,0,0,0,0,20,25,0,0,0,0,0,0,21
2006,West Virginia,14,14,13,0,0,0,0,25,24,16,12,9,11,9,11,14,16,19,22
2006,Georgetown,0,0,0,0,0,0,0,0,0,0,0,21,17,15,17,23,20,23,23
2006,Oklahoma,6,6,5,5,8,8,7,14,12,22,25,24,19,20,19,22,19,22,24
2006,UAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25
2005,West Virginia,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
2005,Virginia,0,0,0,24,19,24,25,25,0,0,0,0,0,0,0,0,0,0,0
2005,Marquette,0,0,0,0,0,0,0,0,0,22,25,0,0,0,0,0,0,0,0
2005,Iowa,0,0,0,23,17,16,17,16,14,24,23,23,0,0,0,0,0,0,0
2005,George Washington,0,0,0,0,21,19,20,20,24,21,0,0,0,0,0,0,0,0,0
2005,Nevada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,24,0
2005,Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,18,25,0
2005,Mississippi State,12,12,14,15,22,20,21,21,18,11,17,24,0,0,0,0,0,0,0
2005,Maryland,15,15,13,12,23,23,24,24,22,0,0,0,22,0,22,0,0,0,0
2005,Texas,16,16,15,18,14,14,15,15,15,10,15,16,20,23,0,0,0,0,0
2005,Pittsburgh,17,17,16,13,11,10,10,10,16,20,21,20,16,18,17,18,24,22,0
2005,NC State,19,19,17,16,12,12,16,17,0,0,0,0,0,0,0,0,0,0,0
2005,Notre Dame,20,20,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Memphis,24,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Illinois,5,6,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,North Carolina,4,4,11,9,8,5,4,4,3,3,6,3,2,2,4,2,2,2,2
2005,Duke,11,11,9,10,9,7,6,6,5,5,4,2,4,7,7,7,6,5,3
2005,Louisville,14,14,12,17,13,13,18,19,17,19,14,12,9,9,12,11,9,6,4
2005,Wake Forest,2,2,1,1,6,6,5,5,4,4,3,5,7,6,5,6,4,3,5
2005,Oklahoma State,7,7,6,6,5,4,3,3,7,6,5,9,10,10,8,4,8,10,6
2005,Kentucky,9,9,8,8,10,9,8,8,8,9,8,7,6,5,3,5,3,4,7
2005,Washington,22,22,22,14,16,18,12,13,12,14,10,10,13,11,15,14,10,14,8
2005,Arizona,10,10,18,21,15,15,14,14,13,17,13,11,14,12,10,9,11,8,9
2005,Gonzaga,25,25,24,0,25,22,13,12,11,16,11,17,17,14,13,12,12,11,10
2005,Syracuse,6,5,4,3,4,8,7,7,6,7,7,4,8,8,9,15,13,16,11
2005,Kansas,1,1,2,2,2,2,2,2,2,2,2,6,3,3,2,8,7,9,12
2005,Connecticut,8,8,7,7,7,11,11,11,10,12,16,19,23,19,18,17,15,12,13
2005,Boston College,0,0,0,0,0,0,0,0,25,13,9,8,5,4,6,3,5,7,14
2005,Michigan State,13,13,10,11,20,21,23,23,20,15,19,15,12,13,11,10,14,13,15
2005,Florida,23,23,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2005,Oklahoma,0,0,0,0,0,0,0,0,0,25,18,13,15,16,21,22,20,17,17
2005,Utah,0,0,0,0,0,0,0,0,0,0,0,25,21,15,14,13,16,15,18
2005,Villanova,0,0,0,0,0,0,0,0,0,0,0,0,24,22,25,23,19,19,19
2005,Wisconsin,21,21,20,25,24,0,0,0,0,0,24,18,19,20,20,20,23,23,20
2005,Alabama,18,18,19,22,18,17,19,18,19,23,22,14,11,17,16,16,21,20,21
2005,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,19,17,18,22
2005,Cincinnati,0,0,0,0,0,25,22,22,23,18,20,21,18,21,24,24,22,21,23
2005,Texas Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,24
2005,Georgia Tech,3,3,3,4,3,3,9,9,9,8,12,22,25,0,0,0,0,0,25
