season,Team,AP_Pre 1,AP_Week 2,AP_Week 3,AP_Week 4,AP_Week 5,AP_Week 6,AP_Week 7,AP_Week 8,AP_Week 9,AP_Week 10,AP_Week 11,AP_Week 12,AP_Week 13,AP_Week 14,AP_Week 15,AP_Week 16,AP_Week 17,AP_Week 18,AP_Final
2018,Saint Mary's,22,21,21,0,0,0,0,0,0,0,0,16,13,11,15,22,22,20,25
2017,Virginia Tech,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
2017,USC,0,0,0,0,0,24,23,22,25,25,0,0,0,0,0,0,0,0,0
2017,South Carolina,0,0,0,20,19,16,22,0,0,0,24,23,19,19,21,0,0,0,0
2017,Northwestern,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
2017,Minnesota,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
2017,Miami (FL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
2017,Kansas State,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
2017,California,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Xavier,7,11,9,7,13,17,17,17,16,15,22,24,0,24,0,0,0,0,0
2017,Indiana,11,6,3,13,9,9,16,16,25,0,0,0,0,0,0,0,0,0,0
2017,Michigan State,12,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Connecticut,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Syracuse,19,18,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Texas,21,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Creighton,22,22,12,10,10,10,9,10,10,8,7,16,22,23,20,23,0,0,0
2017,Rhode Island,23,21,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Maryland,25,0,0,0,0,0,0,0,0,0,25,22,17,21,23,24,0,25,0
2017,Villanova,4,3,2,2,1,1,1,1,1,3,1,1,4,2,2,2,2,2,1
2017,Gonzaga,14,14,11,8,8,8,7,7,5,5,4,3,1,1,1,1,4,4,2
2017,Kansas,3,7,5,4,3,3,3,3,3,2,2,2,3,3,3,3,1,1,3
2017,Arizona,10,10,8,16,20,19,18,18,17,16,14,7,5,9,5,4,7,7,4
2017,Kentucky,2,2,1,1,6,6,6,8,6,6,5,4,8,15,13,11,9,8,5
2017,North Carolina,6,5,4,3,7,7,8,9,14,11,9,9,12,8,10,8,5,6,6
2017,Duke,1,1,6,5,5,5,5,5,8,7,18,17,21,18,12,10,17,14,7
2017,UCLA,16,16,14,11,2,2,2,2,4,4,3,8,11,10,6,5,3,3,8
2017,Oregon,5,4,13,23,24,22,20,21,15,13,11,10,13,5,7,6,6,5,9
2017,Louisville,13,12,10,14,11,11,10,6,9,14,12,13,6,4,8,7,8,10,10
2017,SMU,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,17,14,12,11
2017,Baylor,0,0,20,9,4,4,4,4,2,1,6,5,2,6,4,9,11,9,12
2017,West Virginia,20,19,19,25,15,12,11,11,7,10,7,18,7,13,9,12,10,11,13
2017,Notre Dame,0,0,0,0,23,21,25,24,23,20,15,14,20,0,25,21,19,22,14
2017,Purdue,15,15,17,15,18,15,15,15,20,17,21,20,23,16,16,14,16,13,15
2017,Florida State,0,0,25,0,0,23,21,20,12,9,10,6,15,14,17,19,15,16,16
2017,Iowa State,24,20,21,19,25,0,0,0,0,0,0,0,0,0,0,0,24,23,16
2017,Cincinnati,0,24,0,0,22,25,24,23,22,22,20,19,14,11,18,15,18,15,18
2017,Wichita State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,20,19
2017,Florida,0,0,0,24,21,0,0,25,24,23,19,25,24,17,15,13,12,17,20
2017,Butler,0,0,0,18,16,18,13,13,18,12,13,11,16,22,24,22,13,18,21
2017,Saint Mary's,17,17,15,12,12,20,19,19,19,21,23,21,18,20,22,20,20,19,22
2017,Michigan,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2017,Virginia,8,8,7,6,14,13,12,12,11,19,16,12,9,12,14,18,23,21,24
2017,Wisconsin,9,9,16,17,17,14,14,14,13,18,17,15,10,7,11,16,22,24,25
2016,USC,0,0,0,0,0,0,0,0,0,0,21,0,0,23,0,0,0,0,0
2016,UCLA,0,0,0,0,0,22,0,25,0,0,0,0,0,0,0,0,0,0,0
2016,Syracuse,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South Carolina,0,0,0,0,0,0,25,24,22,19,24,0,25,0,0,0,0,0,0
2016,Providence,0,0,0,23,15,14,10,12,8,12,16,10,11,20,23,0,0,0,0
2016,Pittsburgh,0,0,0,0,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0
2016,George Washington,0,0,0,0,0,21,20,0,0,0,0,0,0,0,0,0,0,0,0
2016,Dayton,0,0,0,0,0,0,0,0,25,0,0,0,24,19,15,0,0,0,0
2016,Cincinnati,0,0,24,17,23,23,22,22,0,0,0,0,0,0,0,0,0,0,0
2016,Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,25,23,23,0
2016,Gonzaga,9,10,10,13,20,0,0,0,0,25,0,0,0,0,0,0,0,0,0
2016,Wichita State,10,9,20,0,0,0,0,0,0,0,0,22,21,25,0,0,0,0,0
2016,Wisconsin,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Vanderbilt,18,17,19,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Notre Dame,19,18,17,0,0,0,0,0,0,0,0,25,0,0,19,23,0,0,0
2016,Connecticut,20,19,18,0,0,25,0,0,23,0,0,0,0,0,0,0,0,0,0
2016,LSU,21,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Butler,24,22,0,0,18,17,9,9,18,23,18,0,0,0,0,0,0,0,0
2016,Michigan,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Kansas,4,4,5,4,2,2,2,2,1,1,3,4,7,6,2,2,1,1,1
2016,Michigan State,13,13,3,3,1,1,1,1,5,4,11,12,10,8,8,6,2,2,2
2016,North Carolina,1,1,9,9,3,11,7,7,6,5,2,2,2,9,5,7,8,7,3
2016,Virginia,6,6,12,10,10,8,5,5,4,13,13,11,9,7,7,3,4,4,4
2016,Oregon,0,25,21,15,24,0,0,0,0,0,0,23,16,11,16,13,9,8,5
2016,Villanova,11,11,8,8,9,12,17,16,11,6,4,6,3,1,1,1,3,3,6
2016,Oklahoma,8,8,7,6,7,3,3,3,2,2,1,1,1,3,3,3,6,6,7
2016,West Virginia,0,0,0,20,14,20,19,19,17,11,6,9,14,10,10,14,10,9,8
2016,Xavier,0,0,23,12,12,10,6,6,10,7,5,7,6,5,8,5,5,5,9
2016,Miami (FL),0,0,15,21,17,15,13,13,12,8,15,15,17,12,11,12,7,11,10
2016,Kentucky,2,2,1,1,5,4,12,10,9,14,23,20,20,22,14,16,22,16,10
2016,Purdue,23,21,16,11,11,9,14,14,20,24,22,21,18,18,17,20,15,13,12
2016,Utah,16,16,0,0,25,0,24,21,0,0,0,0,0,0,0,22,13,12,13
2016,Indiana,15,14,13,0,0,0,0,0,0,0,25,19,22,0,22,18,12,10,14
2016,Texas A&M,0,0,25,18,0,24,21,20,21,15,10,5,8,15,0,21,20,17,15
2016,Louisville,0,0,0,24,22,19,16,18,16,21,17,16,19,13,18,11,11,14,16
2016,Arizona,12,12,11,19,13,13,8,8,7,18,12,18,23,17,12,8,18,15,17
2016,Maryland,3,3,2,2,6,6,4,4,3,3,7,8,4,2,6,10,14,18,18
2016,Duke,5,5,6,7,8,7,15,15,14,9,20,24,0,0,20,15,17,19,19
2016,Seton Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2016,Baylor,22,20,0,25,16,16,23,23,0,22,14,17,15,21,25,19,19,22,21
2016,Iowa State,7,7,4,5,4,5,11,11,13,17,19,14,13,14,13,17,21,21,22
2016,California,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,23
2016,SMU,0,0,25,22,19,18,18,17,15,10,8,13,12,16,21,24,24,25,24
2016,Iowa,0,0,0,0,0,0,0,0,19,16,9,3,5,4,4,8,16,20,25
2015,Wyoming,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
2015,Washington,0,0,0,0,17,16,13,21,0,0,0,0,0,0,0,0,0,0,0
2015,UCLA,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Texas Christian,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2015,St. John's,0,0,0,0,24,20,17,15,24,0,0,0,0,0,0,0,0,0,0
2015,Seton Hall,0,0,0,0,0,0,0,0,19,21,24,0,0,0,0,0,0,0,0
2015,Providence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,0,0
2015,Old Dominion,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
2015,Oklahoma State,0,0,0,0,0,0,0,0,0,24,0,0,0,22,22,0,0,0,0
2015,Murray State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
2015,Miami (FL),0,0,17,15,20,18,0,0,0,0,0,23,0,0,0,0,0,0,0
2015,Iowa,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
2015,Indiana,0,0,0,0,0,0,0,0,0,0,23,22,0,0,0,0,0,0,0
2015,Illinois,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Dayton,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
2015,Creighton,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Colorado State,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0
2015,Davidson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
2015,Boise State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
2015,Florida,7,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Texas,10,10,7,6,8,9,9,11,10,20,17,19,25,0,0,0,0,0,0
2015,San Diego State,16,16,15,13,18,19,0,0,0,0,0,0,0,0,0,24,0,0,0
2015,Connecticut,17,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Ohio State,20,20,16,14,12,12,21,20,22,0,0,0,20,23,24,0,23,0,0
2015,Nebraska,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Syracuse,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Michigan,24,24,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Harvard,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Kentucky,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,Villanova,12,12,12,10,7,7,7,6,8,5,4,7,7,6,6,6,4,4,2
2015,Wisconsin,3,3,2,2,5,5,6,4,4,7,6,5,5,5,5,5,6,6,3
2015,Duke,4,4,4,4,2,2,2,2,2,4,5,4,4,4,4,4,3,2,4
2015,Arizona,2,2,3,3,3,3,3,8,7,10,7,6,6,7,7,7,5,5,5
2015,Virginia,9,9,8,7,6,6,5,3,3,2,2,2,3,2,2,2,2,3,6
2015,Gonzaga,13,13,10,9,9,8,8,7,6,3,3,3,2,3,3,3,7,7,7
2015,Notre Dame,0,0,0,0,25,21,16,14,13,12,8,8,10,10,10,9,12,11,8
2015,Iowa State,14,14,13,20,14,13,12,9,17,11,9,15,11,14,14,12,17,13,9
2015,Kansas,5,5,11,11,10,10,10,13,12,9,11,9,8,8,8,8,9,9,10
2015,Northern Iowa,0,0,0,0,23,0,23,23,0,23,20,18,14,13,11,10,11,10,11
2015,Maryland,0,0,0,21,19,17,15,12,11,14,13,16,17,19,16,14,10,8,12
2015,Oklahoma,19,18,0,22,16,15,19,18,16,18,19,24,21,17,17,16,15,15,13
2015,Wichita State,11,11,9,8,11,11,11,16,15,13,14,12,16,15,13,11,8,12,14
2015,North Carolina,6,6,5,12,21,24,20,19,18,15,15,13,12,12,15,15,19,19,15
2015,Baylor,0,0,0,0,0,0,22,22,21,22,21,20,19,16,20,19,14,16,16
2015,Louisville,8,7,6,5,4,4,4,5,5,6,10,10,9,9,12,17,16,14,17
2015,SMU,22,22,0,0,0,0,0,0,0,0,0,0,23,25,21,21,22,20,18
2015,Utah,25,25,0,25,13,14,14,10,9,8,12,11,13,11,9,13,13,17,19
2015,West Virginia,0,0,21,16,22,22,18,17,14,16,18,17,15,21,23,20,20,18,20
2015,Arkansas,0,0,25,18,0,0,0,0,23,19,0,0,0,24,18,18,18,21,21
2015,Georgetown,0,0,0,0,0,0,0,25,0,0,0,21,24,0,0,0,0,23,22
2015,Michigan State,18,19,20,19,0,25,0,0,0,0,0,0,0,0,0,0,0,0,23
2015,Butler,0,0,0,23,15,23,0,0,0,0,0,25,22,18,19,23,21,22,24
2015,VCU,15,15,14,0,0,0,0,0,20,17,16,14,18,20,25,22,0,0,25
2014,UMass Lowell,0,0,0,24,21,22,22,23,23,19,16,13,21,0,0,0,0,0,0
2014,Texas,0,0,0,0,0,0,0,0,0,0,0,0,25,15,19,19,24,0,0
2014,Pittsburgh,0,0,0,0,0,0,0,0,0,0,22,20,18,25,25,0,0,0,0
2014,Missouri,0,0,0,0,0,24,23,25,25,21,0,0,0,0,0,0,0,0,0
2014,Kansas State,0,0,0,0,0,0,0,0,0,25,0,22,0,0,0,0,0,0,0
2014,Illinois,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
2014,Dayton,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Colorado,0,0,0,0,0,21,20,21,20,15,21,0,0,0,0,0,0,0,0
2014,Iowa,0,0,0,23,23,23,25,22,22,20,14,10,15,17,16,15,20,24,0
2014,Kentucky,1,1,4,3,3,11,19,18,15,14,13,14,11,18,14,18,17,25,0
2014,Oklahoma State,9,8,7,5,9,7,7,7,6,11,9,11,8,19,0,0,0,0,0
2014,Gonzaga,15,15,13,11,19,20,21,24,24,22,0,0,0,23,0,25,0,0,0
2014,Marquette,17,17,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Oregon,19,18,17,14,13,15,13,12,10,17,0,0,0,0,0,0,0,0,0
2014,Notre Dame,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,UCLA,22,24,22,19,18,0,0,0,0,0,0,0,0,0,0,23,0,0,0
2014,Baylor,25,23,20,18,20,14,12,11,9,7,12,24,0,0,0,0,0,0,0
2014,Florida,10,11,16,15,15,19,16,13,12,10,7,6,3,3,3,2,1,1,1
2014,Wichita State,16,16,14,12,11,12,11,10,8,6,5,5,4,4,4,3,2,2,2
2014,Villanova,0,0,0,0,14,10,8,8,11,8,6,4,9,6,6,9,8,6,3
2014,Arizona,6,6,5,4,2,1,1,1,1,1,1,1,1,2,2,4,3,3,4
2014,Louisville,3,3,3,9,7,6,6,6,14,12,18,12,12,14,13,11,7,11,5
2014,Virginia,24,25,0,0,0,0,0,0,0,0,0,0,0,20,17,14,12,5,6
2014,Duke,4,4,6,6,10,8,8,8,7,16,23,18,17,11,8,5,6,4,7
2014,Michigan,7,7,15,22,22,0,0,0,0,0,0,21,10,10,15,20,16,12,8
2014,San Diego State,0,0,0,0,24,25,24,20,21,13,10,7,5,5,5,6,13,10,9
2014,Kansas,5,5,2,2,6,13,18,16,16,18,15,8,6,8,7,8,5,8,10
2014,Syracuse,8,9,9,8,4,2,2,2,2,2,2,2,2,1,1,1,4,7,11
2014,Wisconsin,20,20,12,10,8,4,4,4,4,4,3,9,14,0,21,16,14,9,12
2014,Cincinnati,0,0,0,0,0,0,0,0,0,0,19,15,13,7,10,7,11,15,13
2014,Creighton,0,0,23,20,0,0,0,0,0,0,20,0,20,12,18,12,9,13,14
2014,North Carolina,12,12,24,16,0,18,14,19,19,0,0,0,0,0,0,0,19,14,15
2014,Iowa State,0,0,21,17,17,17,17,14,13,9,8,16,16,16,11,17,15,16,16
2014,Oklahoma,0,0,0,0,0,0,0,0,0,0,25,25,23,21,0,0,0,23,17
2014,Saint Louis,0,0,0,0,0,0,0,0,0,0,24,19,19,13,12,10,10,17,18
2014,Memphis,13,13,11,21,16,16,15,17,18,24,17,23,22,24,20,22,21,20,19
2014,New Mexico,23,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,20
2014,Connecticut,18,19,18,13,12,9,10,15,17,0,0,0,0,22,24,21,0,19,21
2014,Michigan State,2,2,1,1,1,5,5,5,5,5,4,3,7,9,9,13,18,22,22
2014,VCU,14,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2014,Ohio State,11,10,8,7,5,3,3,3,3,3,11,17,24,0,22,24,22,0,24
2014,SMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,18,25
2013,Wichita State,0,0,0,0,24,23,0,0,0,23,0,20,15,0,0,0,0,0,0
2013,Connecticut,0,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Ole Miss,0,0,0,0,0,0,0,0,0,0,0,23,16,0,0,0,0,0,0
2013,Minnesota,0,0,0,21,14,13,13,11,9,8,9,12,23,18,0,0,0,0,0
2013,Louisiana Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
2013,Illinois,0,0,0,22,13,10,10,12,11,12,23,0,0,0,0,0,0,0,0
2013,Colorado State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0,0,0
2013,Colorado,0,0,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Butler,0,0,0,0,0,0,19,18,17,14,13,9,9,14,11,15,20,0,0
2013,Oregon,0,0,0,0,0,0,0,0,0,0,21,16,10,19,23,23,24,19,0
2013,Kentucky,3,3,8,8,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
2013,NC State,6,6,16,18,25,25,25,23,23,20,14,18,19,0,0,0,0,0,0
2013,North Carolina,11,11,9,14,20,21,23,0,0,0,0,0,0,0,0,0,0,0,0
2013,Missouri,15,14,13,16,12,12,12,7,12,10,17,22,17,21,0,0,0,0,0
2013,UNLV,18,18,18,24,21,20,21,20,0,24,0,0,0,0,0,0,0,0,0
2013,Baylor,19,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,San Diego State,20,25,25,23,17,18,18,17,19,16,15,0,22,0,0,0,0,0,0
2013,Cincinnati,24,24,22,17,11,11,11,8,14,21,0,21,24,17,0,0,0,0,0
2013,Florida State,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Gonzaga,21,19,17,12,10,14,14,13,10,9,8,10,7,6,5,3,2,1,1
2013,Duke,8,9,5,2,2,2,1,1,1,1,3,1,5,4,2,6,3,3,2
2013,Indiana,1,1,1,1,1,1,6,5,5,5,2,7,3,1,1,1,1,2,3
2013,Louisville,2,2,2,5,5,6,5,4,4,3,1,5,12,11,12,10,10,8,4
2013,Georgetown,0,0,0,20,15,15,15,15,15,19,0,0,0,20,15,11,7,5,5
2013,Michigan,5,5,4,3,3,3,2,2,2,2,5,2,1,3,4,7,4,7,6
2013,Kansas,7,7,12,10,9,9,9,6,6,6,4,3,2,5,14,9,6,4,7
2013,Michigan State,14,21,15,13,19,19,20,19,18,22,18,13,13,12,8,4,9,10,8
2013,Miami (FL),0,0,0,0,0,0,0,0,0,0,0,25,14,8,3,2,5,6,9
2013,Ohio State,4,4,3,4,7,7,7,10,8,15,11,14,11,10,13,18,16,14,10
2013,Kansas State,0,0,0,0,0,0,0,25,25,18,16,11,18,13,10,13,13,9,11
2013,Marquette,0,0,0,0,0,0,0,0,0,0,25,0,25,24,18,17,22,15,12
2013,Florida,10,10,7,7,6,5,8,14,13,11,10,8,4,2,7,5,8,11,13
2013,Oklahoma State,0,0,20,15,23,24,24,22,22,0,0,0,0,22,17,14,15,13,14
2013,New Mexico,0,0,0,25,18,17,16,0,20,25,19,15,20,15,19,16,14,12,15
2013,Saint Louis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,16
2013,Pittsburgh,0,0,0,0,0,0,0,24,24,0,0,0,0,23,16,20,23,20,17
2013,Arizona,12,12,10,9,8,8,4,3,3,4,7,6,8,7,9,12,11,18,18
2013,Syracuse,9,8,6,6,4,4,3,9,7,7,6,3,6,9,6,8,12,17,19
2013,Memphis,17,17,19,0,0,0,0,0,0,0,0,0,0,0,22,21,19,25,20
2013,UCLA,13,13,11,0,0,0,0,0,0,0,24,0,0,0,0,0,0,23,21
2013,Wisconsin,23,22,0,0,0,0,0,0,0,0,0,0,0,0,20,19,17,22,22
2013,Creighton,16,15,14,11,16,16,17,16,16,13,12,17,21,16,0,0,0,0,23
2013,Notre Dame,22,20,0,0,22,22,22,21,21,17,20,24,0,25,21,25,21,24,24
2013,VCU,0,0,0,0,0,0,0,0,0,0,22,19,0,0,0,24,0,21,25
2012,Virginia,0,0,0,0,0,0,24,23,21,16,15,19,16,19,22,25,24,0,0
2012,Seton Hall,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
2012,Saint Louis,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Mississippi State,0,0,24,21,17,17,18,15,15,20,18,18,22,20,0,0,0,0,0
2012,Kansas State,0,0,0,0,0,0,0,0,23,18,25,22,0,0,0,0,0,0,0
2012,Illinois,0,0,0,0,24,19,25,0,0,0,22,0,0,0,0,0,0,0,0
2012,Harvard,0,0,0,0,25,0,0,24,22,0,0,0,0,25,0,0,0,0,0
2012,Temple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,21,0
2012,Notre Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,20,23,0
2012,Iowa State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
2012,Connecticut,4,4,4,8,9,9,8,9,8,17,13,24,0,0,0,0,0,0,0
2012,Pittsburgh,10,9,17,17,15,15,15,22,0,0,0,0,0,0,0,0,0,0,0
2012,Memphis,11,10,8,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Xavier,14,13,12,11,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0
2012,Arizona,16,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,UCLA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Alabama,19,16,13,12,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Texas A&M,20,19,25,25,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Cincinnati,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Gonzaga,23,22,19,19,23,0,0,0,25,21,0,0,24,0,24,0,0,24,0
2012,California,24,23,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Kentucky,2,2,2,1,1,3,3,3,2,2,2,1,1,1,1,1,1,1,1
2012,Syracuse,5,5,5,4,3,1,1,1,1,1,1,3,2,2,2,2,2,2,2
2012,Missouri,25,24,21,13,10,10,9,8,7,9,5,2,4,4,3,3,7,5,3
2012,North Carolina,1,1,1,5,4,5,5,5,3,3,8,7,5,5,8,7,6,4,4
2012,Michigan State,0,0,0,0,0,21,19,16,10,6,9,10,9,11,7,6,5,8,5
2012,Kansas,13,12,14,15,13,12,12,17,14,10,7,5,8,7,4,4,3,3,6
2012,Ohio State,3,3,3,2,2,2,2,2,6,5,6,4,3,3,6,8,10,7,7
2012,Duke,6,6,6,3,7,7,7,7,5,8,4,8,7,10,5,5,4,6,8
2012,Baylor,12,11,9,7,6,6,6,6,4,4,3,6,6,6,9,13,9,12,9
2012,Florida State,0,25,22,0,0,0,0,0,0,0,0,23,21,15,20,15,22,17,10
2012,Marquette,22,21,16,16,11,11,10,14,20,25,21,17,15,18,12,10,8,9,11
2012,Murray State,0,0,0,0,0,24,22,20,19,15,12,11,10,9,16,14,12,11,12
2012,Michigan,18,17,15,14,20,20,20,18,16,13,20,20,23,22,17,11,13,10,13
2012,Wisconsin,15,14,11,9,14,14,13,11,18,0,0,25,19,21,15,16,14,14,14
2012,Georgetown,0,0,0,0,18,16,16,12,9,11,10,9,14,12,10,9,11,13,15
2012,Indiana,0,0,0,0,0,18,17,13,12,7,11,16,20,23,18,23,18,15,16
2012,Louisville,9,8,7,6,5,4,4,4,11,14,23,0,0,24,19,17,19,0,17
2012,Wichita State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,15,16,18
2012,Creighton,0,0,0,0,19,25,23,21,0,23,19,15,13,17,0,0,25,19,19
2012,Vanderbilt,7,18,18,20,0,25,0,0,0,0,0,0,25,0,0,0,0,0,20
2012,New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,21
2012,San Diego State,0,0,0,0,0,0,0,25,24,22,16,13,17,13,13,24,21,18,22
2012,UNLV,0,0,0,18,0,0,21,19,17,12,14,12,11,14,11,21,17,20,23
2012,Saint Mary's,0,0,0,0,0,0,0,0,0,0,24,21,18,16,21,0,0,0,24
2012,Florida,8,7,10,10,12,13,11,10,13,19,17,14,12,8,14,12,16,22,25
2011,UNLV,0,0,0,24,20,22,0,0,25,0,0,0,0,0,0,0,0,0,0
2011,UCF,0,0,0,0,0,0,24,19,19,23,0,0,0,0,0,0,0,0,0
2011,Saint Mary's,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
2011,Minnesota,0,0,15,15,22,21,17,14,0,0,15,16,18,0,0,0,0,0,0
2011,Georgia,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
2011,Florida State,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
2011,Cincinnati,0,0,0,0,0,0,0,0,24,25,25,0,0,0,0,0,0,25,0
2011,Michigan State,2,2,2,6,7,14,12,20,18,0,17,25,0,0,0,0,0,0,0
2011,Villanova,6,6,7,12,12,10,8,8,7,7,7,8,12,9,15,15,19,0,0
2011,Gonzaga,12,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Illinois,13,13,19,20,16,12,21,23,20,16,23,20,0,0,0,0,0,0,0
2011,Missouri,15,15,11,9,15,13,9,10,9,15,13,11,14,19,20,20,22,0,0
2011,Baylor,16,17,12,11,10,9,15,0,0,0,0,0,0,0,0,0,0,0,0
2011,Butler,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Memphis,19,19,14,14,13,18,16,21,21,0,0,0,0,0,0,0,0,0,0
2011,Georgetown,20,20,16,16,9,15,10,9,13,22,23,21,13,11,9,11,17,22,0
2011,Virginia Tech,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Temple,22,21,21,0,0,0,0,25,0,19,0,0,0,24,23,24,0,24,0
2011,Tennessee,23,24,24,13,11,7,19,0,0,0,0,0,0,0,0,0,0,0,0
2011,Ohio State,4,4,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1
2011,Kansas,7,7,6,4,4,3,3,3,3,3,2,6,2,2,1,3,2,2,2
2011,Duke,1,1,1,1,1,1,1,1,1,1,4,3,5,5,5,1,4,5,3
2011,Pittsburgh,5,5,5,3,3,8,6,6,5,5,5,2,4,4,4,4,4,3,4
2011,Notre Dame,0,0,0,25,23,24,22,15,14,9,16,15,9,8,8,9,8,4,5
2011,San Diego State,25,25,18,17,14,11,7,7,6,6,6,4,7,6,6,6,9,7,6
